NOTA_L_TRES;NOTA_HSE;NOTA_ADMIN;NOTA_TGUNO;VECES_HSE;NOTA_EI_TRES;NOTA_EE_DOS;NOTA_PROTELEC;NCC_OCHO;VECES_L_TRES;VECES_PROTELEC;CAR_OCHO;VECES_ADMIN;PROMEDIO_SIETE;NOTA_L_UNO;NOTA_L_DOS;VECES_EI_TRES;PROMEDIO_OCHO;NOTA_EI_CUATRO;VECES_EE_DOS;VECES_TGUNO;NAA_OCHO;NOTA_AIELEC;NCA_OCHO;NOTA_CCON;VECES_L_DOS;VECES_FGEP;NOTA_FGEP;EPA_OCHO;NOTA_HIST;NAC_OCHO;NOTA_SUBEL;NCP_OCHO;VECES_HIST;VECES_EI_CUATRO;VECES_SUBEL;CREDITOS_EE_DOS;CREDITOS_EI_TRES;CREDITOS_PROTELEC;CREDITOS_L_TRES;NAP_OCHO;CREDITOS_TGUNO;VECES_CCON;CREDITOS_ADMIN;CREDITOS_EI_CUATRO;CREDITOS_HSE;RENDIMIENTO_NUEVE;PROMEDIO_NUEVE
0;30;0;0;1;0;0;0;3.0;0;0;0;0;15.5;31;0;0;45.0;0;0;0;2;0;3.0;43;0;0;0;2;46;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;1.0;30.0
37;47;40;38;1;0;0;0;7.0;1;0;1;1;32.916666666666664;45;41;0;37.285714285714285;0;0;1;4;0;7.0;47;1;1;31;2;35;4;0;0.0;1;0;0;2;3;2;2;0;2;2;2;3;1;2.0;39.57142857142857
31;32;35;32;1;0;0;31;12.0;1;1;1;1;35.0;42;31;0;34.166666666666664;0;0;1;6;34;12.0;45;1;1;39;2;32;6;31;0.0;1;0;1;2;3;2;2;0;2;2;2;3;1;2.0;32.22222222222222
0;5;0;0;1;0;0;0;3.0;0;0;1;0;19.0;38;0;0;41.0;0;0;0;2;0;3.0;41;0;0;0;2;41;2;0;0.0;1;0;0;2;3;2;2;0;2;2;2;3;1;1.0;5.0
0;0;0;32;0;0;0;0;2.0;0;0;0;0;12.5;0;0;0;44.0;0;0;1;1;0;2.0;0;0;0;0;2;44;1;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;2.0;32.0
41;44;46;45;1;0;0;38;12.0;1;1;0;1;39.93333333333333;36;43;0;38.5;0;0;1;6;41;12.0;44;1;1;36;2;44;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;42.666666666666664
45;45;42;45;1;0;0;34;12.0;1;1;0;1;36.2;39;41;0;40.916666666666664;0;0;1;6;42;12.0;45;1;1;50;2;45;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;41.888888888888886
0;32;0;0;1;0;0;0;2.0;0;0;0;0;42.0;42;0;0;32.0;0;0;0;1;0;2.0;0;0;0;0;2;32;1;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;2.0;32.0
0;42;0;0;1;0;0;0;5.0;0;0;1;0;20.5;41;33;0;35.0;0;0;0;3;0;5.0;31;2;0;0;2;39;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.0
0;44;0;0;1;0;0;0;3.0;0;0;0;0;38.0;38;0;0;38.0;0;0;0;2;0;3.0;44;0;0;0;2;35;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;44.0
44;36;42;32;1;0;0;0;12.0;1;0;0;1;32.46666666666667;41;42;0;35.5;0;0;1;5;32;9.0;44;1;1;39;2;45;6;22;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;2.0;38.857142857142854
45;45;0;41;1;0;0;0;9.0;1;0;0;0;37.2;45;40;0;37.44444444444444;0;0;1;5;36;9.0;43;1;1;33;2;38;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;43.4
33;45;40;38;1;0;0;0;12.0;1;0;0;1;32.8;40;34;0;31.0;0;0;1;5;37;9.0;38;1;1;30;2;30;6;24;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;2.0;38.142857142857146
41;35;0;44;1;0;0;18;12.0;1;1;1;0;34.0;38;40;0;37.666666666666664;0;0;1;6;30;12.0;47;1;1;35;2;45;6;35;0.0;1;0;1;2;3;2;2;0;2;2;2;3;1;2.0;34.42857142857143
30;43;42;34;1;0;0;34;12.0;1;2;0;1;36.4;37;35;0;34.5;0;0;1;6;36;12.0;36;1;1;36;2;37;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;35.888888888888886
37;35;46;32;1;0;0;0;9.0;1;0;0;1;33.2;41;41;0;36.111111111111114;0;0;1;5;30;9.0;49;1;1;33;2;34;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;37.857142857142854
46;44;43;32;1;0;0;37;10.0;1;1;0;1;36.733333333333334;47;0;0;35.2;0;0;1;5;31;10.0;39;0;1;37;2;42;5;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;40.0
41;41;35;39;1;0;0;0;7.0;1;0;0;1;35.13333333333333;46;36;0;37.285714285714285;0;0;1;4;0;7.0;31;1;1;36;2;43;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;38.714285714285715
46;47;48;40;1;0;0;0;12.0;1;0;1;1;36.8;49;48;0;40.833333333333336;0;0;1;6;39;12.0;48;1;1;41;2;48;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;3.0;45.0
40;43;47;40;1;0;0;31;12.0;1;1;0;1;34.86666666666667;46;45;0;39.75;0;0;1;6;37;12.0;41;1;1;41;2;44;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;39.888888888888886
43;45;48;42;1;0;0;33;12.0;1;1;0;1;38.8;45;43;0;39.333333333333336;0;0;1;6;42;12.0;48;1;1;42;2;37;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;41.888888888888886
0;42;0;0;1;0;0;0;0.0;0;0;0;0;24.0;24;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;1;0;0;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;3.0;42.0
40;43;36;47;1;0;0;32;12.0;1;1;0;1;38.0;39;37;0;37.416666666666664;0;0;1;6;35;12.0;39;1;1;42;2;46;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;39.22222222222222
42;45;48;42;1;0;0;37;12.0;1;1;0;1;41.86666666666667;39;49;0;39.333333333333336;0;0;1;6;42;12.0;48;1;1;36;2;37;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;42.55555555555556
42;44;41;39;1;0;0;0;9.0;1;0;0;1;34.666666666666664;43;39;0;38.44444444444444;0;0;1;5;34;9.0;48;1;1;35;2;41;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;41.142857142857146
0;40;35;41;1;0;0;0;9.0;0;0;0;1;26.0;43;39;0;37.111111111111114;0;0;1;5;30;9.0;40;1;1;35;2;43;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;38.4
32;37;43;34;1;0;0;0;9.0;1;0;1;1;30.6;38;46;0;32.888888888888886;0;0;1;4;26;7.0;32;1;1;30;2;30;5;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;2.0;36.42857142857143
38;46;48;41;1;0;0;0;12.0;1;0;0;1;35.2;48;41;0;33.666666666666664;0;0;1;5;31;9.0;44;1;1;35;2;43;6;20;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;3.0;42.857142857142854
39;36;0;41;1;0;0;0;9.0;1;0;0;0;26.0;39;38;0;37.333333333333336;0;0;1;5;31;9.0;48;1;1;33;2;42;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;39.2
45;0;0;0;0;0;0;0;5.0;1;0;0;0;17.0;34;43;0;40.2;0;0;0;3;0;5.0;37;1;0;0;2;39;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;45.0
41;35;38;37;1;0;0;0;12.0;1;0;1;1;36.2;35;46;0;36.333333333333336;0;0;1;5;36;9.0;42;1;1;41;2;47;6;18;3.0;1;0;2;2;3;2;2;1;2;1;2;3;1;2.0;38.142857142857146
46;31;40;44;1;0;0;0;12.0;1;0;1;1;36.733333333333334;46;42;0;37.5;0;0;1;6;30;12.0;44;1;1;38;2;48;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;3.0;41.57142857142857
44;36;41;39;1;0;0;0;9.0;1;0;0;1;23.0;47;35;0;37.333333333333336;0;0;1;5;30;9.0;48;1;1;33;2;46;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;40.57142857142857
0;41;0;31;1;0;0;0;9.0;0;0;0;0;22.8;35;46;0;34.0;0;0;1;4;16;7.0;34;1;1;37;2;37;5;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;2.0;34.333333333333336
40;43;44;37;1;0;0;38;12.0;1;2;0;1;38.53333333333333;39;38;0;36.25;0;0;1;6;38;12.0;41;1;1;36;2;34;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;40.111111111111114
41;34;0;35;2;0;0;0;9.0;1;0;1;0;31.866666666666667;50;40;0;33.55555555555556;0;0;1;4;27;7.0;36;1;1;30;2;36;5;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;2.0;37.2
0;42;48;35;1;0;0;0;12.0;0;0;0;1;33.0;35;37;0;33.916666666666664;0;0;1;5;37;9.0;39;1;1;36;2;35;6;26;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;3.0;41.6
0;0;34;40;0;0;0;38;12.0;0;1;0;1;35.733333333333334;32;43;0;36.583333333333336;0;0;1;6;34;12.0;48;1;1;30;2;36;6;35;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;37.333333333333336
0;31;0;0;1;0;0;0;3.0;0;0;1;0;34.0;34;0;0;38.333333333333336;0;0;0;2;0;3.0;41;0;0;0;2;37;2;0;0.0;2;0;0;2;3;2;2;0;2;1;2;3;1;2.0;31.0
0;10;0;0;1;0;0;0;3.0;0;0;1;0;15.0;15;0;0;13.0;0;0;0;0;0;0.0;9;0;0;0;1;15;2;0;3.0;2;0;0;2;3;2;2;2;2;1;2;3;1;1.0;10.0
41;37;42;39;1;0;0;0;12.0;1;0;0;1;34.6;36;38;0;37.333333333333336;0;0;1;6;36;12.0;47;1;1;33;2;47;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;40.142857142857146
0;30;0;0;1;0;0;0;1.0;0;0;0;0;0.0;0;0;0;42.0;0;0;0;1;0;1.0;42;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;1.0;30.0
43;40;47;40;1;0;0;37;12.0;1;1;0;1;44.733333333333334;50;46;0;41.666666666666664;0;0;1;6;40;12.0;44;1;1;44;2;44;6;36;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;41.55555555555556
41;36;37;40;1;0;0;32;12.0;1;1;0;1;36.6;44;43;0;38.666666666666664;0;0;1;6;38;12.0;35;1;1;42;2;45;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;37.333333333333336
0;37;31;30;1;0;0;0;12.0;0;0;2;1;32.13333333333333;31;42;0;33.666666666666664;0;0;1;5;33;9.0;43;1;2;37;2;37;6;21;3.0;2;0;1;2;3;2;2;1;2;1;2;3;1;2.0;31.8
38;30;41;42;1;0;0;31;12.0;1;1;0;1;41.733333333333334;49;34;0;35.5;0;0;1;6;38;12.0;46;1;1;32;2;35;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;37.111111111111114
20;0;0;0;0;0;0;0;2.0;1;0;0;0;38.0;38;34;0;34.0;0;0;0;1;0;2.0;0;1;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;1.0;20.0
0;35;0;30;1;0;0;0;12.0;0;0;1;0;37.5;39;40;0;34.0;0;0;1;5;31;10.0;40;1;2;40;2;28;6;30;2.0;1;0;1;2;3;2;2;1;2;1;2;3;1;2.0;31.666666666666668
42;42;45;33;1;0;0;33;12.0;1;1;1;1;35.333333333333336;36;43;0;37.583333333333336;0;0;1;6;32;12.0;42;1;1;42;2;41;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;38.666666666666664
0;39;0;42;1;0;0;0;10.0;0;0;0;0;38.23076923076923;0;0;0;39.2;0;0;1;5;36;10.0;47;0;1;43;2;47;5;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;41.0
39;45;40;36;1;0;0;0;9.0;1;0;0;1;33.083333333333336;41;41;0;41.888888888888886;0;0;1;5;37;9.0;45;1;1;39;2;49;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;39.285714285714285
40;43;37;42;1;0;0;34;12.0;1;1;0;1;35.6;42;36;0;35.25;0;0;1;6;37;12.0;45;1;1;38;2;33;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;38.77777777777778
33;43;0;41;1;0;0;0;12.0;1;0;1;0;35.333333333333336;42;30;0;29.583333333333332;0;0;1;5;30;9.0;48;1;2;34;1;34;6;17;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;2.0;38.2
44;46;41;39;1;0;0;31;12.0;1;1;0;1;32.266666666666666;46;39;0;35.0;0;0;1;6;34;12.0;42;1;1;36;2;35;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;39.55555555555556
41;35;45;35;1;0;0;36;12.0;1;1;0;1;33.93333333333333;45;45;0;38.333333333333336;0;0;1;6;30;12.0;45;1;1;42;2;44;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;38.77777777777778
0;41;0;0;1;0;0;0;3.0;0;0;0;0;22.5;45;0;0;38.0;0;0;0;2;0;3.0;46;0;0;0;2;34;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;41.0
44;39;49;40;1;0;0;33;12.0;1;1;1;1;36.13333333333333;30;40;0;41.166666666666664;0;0;1;6;37;12.0;47;1;1;44;2;47;6;37;0.0;2;0;1;2;3;2;2;0;2;1;2;3;1;3.0;41.22222222222222
41;36;0;0;1;0;0;0;7.0;1;0;0;0;28.444444444444443;46;35;0;36.714285714285715;0;0;0;3;0;5.0;35;1;1;29;2;47;4;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;2.0;39.333333333333336
36;42;37;44;1;0;0;0;12.0;1;0;1;1;38.8;43;43;0;36.083333333333336;0;0;1;5;35;9.0;39;1;1;49;2;43;6;18;3.0;1;0;2;2;3;2;2;1;2;1;2;3;1;2.0;39.42857142857143
45;43;48;39;1;0;0;32;12.0;1;1;0;1;37.2;46;47;0;40.5;0;0;1;6;37;12.0;44;1;1;37;2;46;6;36;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;41.22222222222222
46;0;0;0;0;0;0;0;6.0;1;0;0;0;22.5;45;42;0;41.0;0;0;0;3;0;6.0;0;1;1;39;2;42;3;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;4.0;46.0
42;45;48;42;1;0;0;30;12.0;1;1;0;1;37.93333333333333;47;45;0;40.25;0;0;1;6;40;12.0;41;1;1;39;2;46;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;41.0
44;40;41;40;1;0;0;35;12.0;1;1;0;1;40.86666666666667;42;43;0;41.416666666666664;0;0;1;6;41;12.0;46;1;1;48;2;44;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;40.0
47;41;0;0;1;0;0;0;8.0;1;0;0;0;37.25;49;31;0;31.875;0;0;0;3;0;5.0;30;1;0;0;2;44;4;25;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;3.0;45.0
0;44;0;0;1;0;0;0;3.0;0;0;0;0;17.5;35;0;0;43.0;0;0;0;2;0;3.0;45;0;0;0;2;42;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;44.0
44;43;0;0;1;0;0;0;7.0;1;0;1;0;22.0;44;40;0;39.42857142857143;0;0;0;4;0;7.0;42;1;2;32;2;45;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;43.666666666666664
46;44;45;36;1;0;0;32;12.0;1;1;0;1;36.93333333333333;48;49;0;41.083333333333336;0;0;1;6;39;12.0;44;1;1;44;2;43;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;40.22222222222222
41;41;46;41;1;0;0;31;12.0;1;1;0;1;36.266666666666666;43;41;0;40.333333333333336;0;0;1;6;40;12.0;48;1;1;49;2;40;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;39.888888888888886
0;30;0;40;1;0;0;0;9.0;0;0;2;0;27.0;30;32;0;36.666666666666664;0;0;1;5;32;9.0;44;1;2;46;2;33;5;0;0.0;2;0;0;2;3;2;2;0;2;1;2;3;1;2.0;36.666666666666664
41;33;0;0;1;0;0;0;12.0;1;0;0;0;31.333333333333332;33;42;0;29.666666666666668;0;0;0;5;33;9.0;47;1;1;30;1;33;6;11;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;2.0;38.333333333333336
45;43;48;47;1;0;0;41;12.0;1;1;0;1;37.333333333333336;43;49;0;42.5;0;0;1;6;45;12.0;47;1;1;45;2;43;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;45.0
41;44;0;44;1;0;0;0;5.0;1;0;0;0;23.5;47;43;0;44.4;0;0;1;3;0;5.0;48;1;0;0;2;44;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.8
38;44;0;0;1;0;0;0;4.0;1;0;0;0;43.0;43;40;0;43.5;0;0;0;2;0;4.0;0;1;0;0;2;47;2;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;2.0;40.0
0;24;0;0;1;0;0;0;5.0;0;0;1;0;38.0;38;44;0;36.0;0;0;0;2;0;3.0;44;1;0;0;2;24;3;0;2.0;2;0;0;2;3;2;2;1;2;1;2;3;1;1.0;24.0
35;39;0;0;1;0;0;0;5.0;1;0;0;0;35.5;42;41;0;39.2;0;0;0;3;0;5.0;48;1;1;33;2;0;3;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;36.333333333333336
41;36;0;0;1;0;0;0;5.0;1;0;0;0;36.0;41;36;0;40.8;0;0;0;3;0;5.0;48;1;0;0;2;42;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;39.333333333333336
42;41;42;0;1;0;0;0;12.0;1;0;1;1;35.06666666666667;45;43;0;34.583333333333336;0;0;0;5;34;9.0;39;1;1;45;2;39;6;18;3.0;1;0;2;2;3;2;2;1;2;1;2;3;1;3.0;41.8
0;43;0;0;1;0;0;0;2.0;0;0;0;0;44.0;44;41;0;41.0;0;0;0;1;0;2.0;0;1;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;3.0;43.0
39;39;33;43;1;0;0;0;12.0;1;0;0;1;35.733333333333334;41;35;0;35.25;0;0;1;5;33;9.0;48;1;1;36;2;43;6;27;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;2.0;38.42857142857143
39;37;0;38;1;0;0;0;7.0;1;0;0;0;39.333333333333336;43;40;0;37.714285714285715;0;0;1;4;0;7.0;36;1;1;39;2;35;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;38.2
0;34;0;42;1;0;0;0;12.0;0;0;1;0;30.384615384615383;37;44;0;35.666666666666664;0;0;1;5;36;9.0;43;1;2;30;2;42;6;27;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;2.0;39.333333333333336
0;42;0;0;1;0;0;0;7.0;0;0;1;0;27.0;38;41;0;40.142857142857146;0;0;0;4;0;7.0;47;1;2;37;2;39;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.0
36;39;0;0;1;0;0;0;5.0;1;0;0;0;38.1;43;42;0;39.6;0;0;0;3;0;5.0;48;1;1;33;2;0;3;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;37.0
0;45;0;0;1;0;0;0;3.0;0;0;0;0;19.0;38;0;0;41.333333333333336;0;0;0;2;0;3.0;48;0;0;0;2;38;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;45.0
0;42;33;0;1;0;0;0;7.0;0;0;0;1;28.142857142857142;40;37;0;39.142857142857146;0;0;0;4;0;7.0;34;1;1;45;2;38;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;36.0
38;45;0;45;1;0;0;0;10.0;1;0;0;0;34.93333333333333;40;31;0;36.3;0;0;1;5;0;10.0;48;1;1;34;2;46;5;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;42.2
0;47;0;0;1;0;0;0;3.0;0;0;0;0;42.0;42;0;0;40.0;0;0;0;2;0;3.0;30;0;0;0;2;45;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;4.0;47.0
41;46;43;48;1;0;0;30;12.0;1;1;0;1;35.53333333333333;42;36;0;39.416666666666664;0;0;1;6;42;12.0;48;1;1;40;2;45;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;41.111111111111114
0;45;0;0;1;0;0;0;2.0;0;0;0;0;0.0;0;0;0;42.0;0;0;0;1;0;2.0;0;0;0;0;2;42;1;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;3.0;45.0
0;38;0;0;1;0;0;0;5.0;0;0;0;0;18.333333333333332;38;0;0;37.0;0;0;0;2;0;3.0;43;0;1;28;2;43;3;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;2.0;38.0
0;30;0;43;1;0;0;0;7.0;0;0;0;0;23.0;43;35;0;35.285714285714285;0;0;1;4;30;7.0;39;1;0;0;2;39;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;38.666666666666664
38;46;48;39;1;0;0;30;12.0;1;2;0;1;39.4;42;43;0;40.166666666666664;0;0;1;6;38;12.0;46;1;1;49;2;43;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;39.55555555555556
0;46;0;0;1;0;0;0;0.0;0;0;0;0;21.5;43;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;1;0;0;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;4.0;46.0
36;37;0;0;1;0;0;0;5.0;1;0;0;0;25.0;50;38;0;41.0;0;0;0;3;0;5.0;39;1;0;0;2;45;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;36.333333333333336
0;33;46;39;1;0;0;0;9.0;0;0;1;1;36.53333333333333;47;37;0;39.77777777777778;0;0;1;5;37;9.0;44;2;1;39;2;44;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;40.6
42;0;0;0;0;0;0;0;5.0;1;0;1;0;32.666666666666664;50;38;0;42.2;0;0;0;3;0;5.0;47;1;0;0;2;44;3;0;0.0;2;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.0
0;40;0;0;1;0;0;0;5.0;0;0;0;0;17.5;35;36;0;35.2;0;0;0;3;0;5.0;36;1;0;0;2;34;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;40.0
0;0;32;37;0;0;0;0;12.0;0;0;2;1;35.8;37;39;0;35.166666666666664;0;0;1;5;35;9.0;41;2;1;37;2;45;6;23;3.0;2;0;1;2;3;2;2;1;2;1;2;3;1;2.0;34.5
41;45;38;42;1;34;37;0;13.0;1;0;0;1;35.27777777777778;49;39;1;38.46153846153846;0;1;1;5;0;10.0;44;1;1;41;2;49;6;20;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;2.0;38.583333333333336
47;0;0;0;0;0;0;0;5.0;1;0;0;0;44.0;44;45;0;44.8;0;0;0;3;0;5.0;48;1;0;0;2;43;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;4.0;47.0
40;44;35;39;1;0;0;30;12.0;1;2;1;1;35.46666666666667;47;43;0;39.75;0;0;1;6;39;12.0;46;1;1;37;2;47;6;33;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;2.0;36.888888888888886
43;43;0;45;1;0;0;0;10.0;1;0;0;0;33.8;43;39;0;37.0;0;0;1;5;0;10.0;46;1;1;33;2;45;5;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;43.8
0;36;0;0;1;0;0;0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;1;0;0;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;2.0;36.0
0;36;42;42;1;0;0;0;7.0;0;0;1;1;37.0;0;0;0;42.857142857142854;0;0;1;4;38;7.0;48;0;2;41;2;47;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;40.8
0;48;43;0;1;0;0;0;7.0;0;0;0;1;41.0;45;40;0;38.42857142857143;0;0;0;4;32;7.0;45;1;1;40;2;0;4;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;3.0;44.666666666666664
