NOTA_L_TRES;NOTA_HSE;NOTA_ADMIN;NOTA_TGUNO;VECES_HSE;NOTA_EI_TRES;NOTA_EE_DOS;NOTA_PROTELEC;NCC_OCHO;VECES_L_TRES;VECES_PROTELEC;CAR_OCHO;VECES_ADMIN;PROMEDIO_SIETE;NOTA_L_UNO;NOTA_L_DOS;VECES_EI_TRES;PROMEDIO_OCHO;NOTA_EI_CUATRO;VECES_EE_DOS;VECES_TGUNO;NAA_OCHO;NOTA_AIELEC;NCA_OCHO;NOTA_CCON;VECES_L_DOS;VECES_FGEP;NOTA_FGEP;EPA_OCHO;NOTA_HIST;NAC_OCHO;NOTA_SUBEL;NCP_OCHO;VECES_HIST;VECES_EI_CUATRO;VECES_SUBEL;CREDITOS_EE_DOS;CREDITOS_EI_TRES;CREDITOS_PROTELEC;CREDITOS_L_TRES;NAP_OCHO;CREDITOS_TGUNO;VECES_CCON;CREDITOS_ADMIN;CREDITOS_EI_CUATRO;CREDITOS_HSE;RENDIMIENTO_NUEVE;PROMEDIO_NUEVE
0;32;0;33;1;0;0;0;12.0;0;0;2;0;33.0;44;39;0;34.75;0;0;1;5;30;9.0;40;2;2;42;2;43;6;23;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;2.0;32.666666666666664
39;46;0;42;1;0;0;0;10.0;1;0;0;0;35.333333333333336;41;0;0;34.4;0;0;1;4;41;7.0;45;0;1;37;2;43;5;19;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;3.0;41.6
41;46;43;44;1;0;0;0;12.0;1;0;0;1;39.06666666666667;43;37;0;30.416666666666668;0;0;1;5;30;9.0;41;1;1;34;2;40;6;14;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;3.0;43.142857142857146
0;0;0;39;0;0;0;0;4.0;0;0;0;0;21.5;43;36;0;34.0;0;0;1;2;0;4.0;0;1;0;0;2;32;2;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;2.0;39.0
0;0;40;30;0;0;0;34;10.0;0;1;0;1;35.15384615384615;33;0;0;35.6;0;0;1;5;31;10.0;45;0;1;36;2;42;5;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;34.666666666666664
0;0;0;44;0;0;0;0;2.0;0;0;0;0;37.0;37;0;0;35.0;0;0;1;1;0;2.0;0;0;0;0;2;35;1;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;3.0;44.0
0;37;0;0;1;0;0;0;3.0;0;0;0;0;18.5;37;0;0;33.333333333333336;0;0;0;2;0;3.0;40;0;0;0;2;30;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;37.0
0;43;0;0;1;0;0;0;5.0;0;0;0;0;40.0;40;23;0;34.4;0;0;0;2;0;3.0;46;1;0;0;2;40;3;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;3.0;43.0
47;45;42;44;1;0;0;0;12.0;1;0;0;1;34.733333333333334;42;46;0;37.833333333333336;0;0;1;6;31;12.0;44;1;1;35;2;42;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;44.42857142857143
0;38;0;38;1;0;0;0;5.0;0;0;0;0;35.13333333333333;39;0;0;41.0;0;0;1;3;0;5.0;45;0;1;36;2;44;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;38.0
41;38;45;0;2;0;0;0;12.0;1;0;2;1;40.333333333333336;48;48;0;38.25;0;0;0;6;32;12.0;45;1;2;35;2;44;6;32;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;3.0;42.0
38;36;0;0;1;0;0;0;7.0;1;0;0;0;38.0;46;39;0;37.857142857142854;0;0;0;4;0;7.0;39;1;1;35;2;39;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;37.333333333333336
43;40;45;45;1;0;0;35;12.0;1;1;0;1;34.733333333333334;36;48;0;42.5;0;0;1;6;45;12.0;48;1;1;42;2;45;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;41.77777777777778
0;43;0;0;1;0;0;0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;1;0;0;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;3.0;43.0
0;35;0;38;2;0;0;0;1.0;0;0;0;0;33.7;0;0;0;46.0;0;0;1;1;0;1.0;46;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;37.0
37;38;42;40;1;0;0;0;12.0;1;0;0;1;38.733333333333334;43;43;0;35.333333333333336;0;0;1;6;31;12.0;46;1;1;38;2;32;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;39.42857142857143
0;41;0;40;1;0;0;0;12.0;0;0;0;0;35.833333333333336;35;39;0;35.666666666666664;0;0;1;5;43;9.0;43;1;1;41;2;41;6;19;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;3.0;40.333333333333336
45;44;0;48;1;0;0;40;12.0;1;1;0;0;40.733333333333334;45;47;0;41.583333333333336;0;0;1;6;33;12.0;48;1;1;50;2;46;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;44.285714285714285
44;47;48;43;1;0;0;0;10.0;1;0;0;1;37.93333333333333;45;36;0;32.3;0;0;1;4;0;7.0;39;1;1;34;2;45;5;18;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;4.0;45.285714285714285
50;47;0;43;1;0;0;0;12.0;1;0;0;0;38.333333333333336;50;50;0;33.5;0;0;1;5;37;9.0;49;1;1;39;2;34;6;11;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;4.0;46.6
36;42;46;42;1;0;0;0;12.0;1;0;0;1;42.46666666666667;40;44;0;40.333333333333336;0;0;1;6;41;12.0;43;1;1;48;2;35;6;35;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;41.42857142857143
0;26;0;0;1;0;0;0;1.0;0;0;0;0;9.5;19;0;0;46.0;0;0;0;1;0;1.0;46;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;1.0;26.0
46;40;0;0;1;0;0;0;5.0;1;0;0;0;37.13333333333333;43;47;0;45.6;0;0;0;3;0;5.0;48;1;0;0;2;43;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;44.0
46;0;0;0;0;0;0;0;5.0;1;0;0;0;16.5;33;35;0;38.0;0;0;0;3;0;5.0;36;1;0;0;2;42;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;4.0;46.0
0;33;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;23.333333333333332;0;0;0;1;0;2.0;0;0;0;0;1;35;2;0;1.0;1;0;0;2;3;2;2;1;2;1;2;3;1;2.0;33.0
44;39;0;50;1;0;0;0;12.0;1;0;1;0;38.666666666666664;43;46;0;39.166666666666664;0;0;1;6;41;12.0;47;1;1;30;2;48;6;31;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;4.0;45.4
38;48;0;38;1;0;0;0;9.0;1;0;0;0;37.46666666666667;43;34;0;38.44444444444444;0;0;1;5;30;9.0;32;1;1;48;2;45;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;40.0
0;0;0;43;0;0;0;0;5.0;0;0;0;0;15.0;0;0;0;36.8;0;0;1;2;0;3.0;44;0;1;26;2;44;3;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;3.0;43.0
37;38;0;0;1;0;0;0;5.0;1;0;1;0;20.5;41;39;0;42.8;0;0;0;3;0;5.0;46;1;0;0;2;45;3;0;0.0;2;0;0;2;3;2;2;0;2;1;2;3;1;2.0;37.333333333333336
41;43;0;0;1;0;0;0;9.0;1;0;0;0;34.5;44;43;0;40.44444444444444;0;0;0;5;35;9.0;34;1;1;48;2;39;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;41.666666666666664
0;35;0;0;1;0;0;0;5.0;0;0;0;0;19.5;39;15;0;29.6;0;0;0;2;0;3.0;36;1;0;0;1;41;3;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;2.0;35.0
0;46;40;48;1;0;0;0;10.0;0;0;0;1;36.666666666666664;48;0;0;38.1;0;0;1;5;37;10.0;47;0;1;34;2;45;5;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;44.4
42;39;41;42;1;0;0;0;9.0;1;0;0;1;36.93333333333333;43;41;0;38.666666666666664;0;0;1;5;33;9.0;44;1;1;32;2;46;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;41.285714285714285
40;44;0;45;1;0;0;0;9.0;1;0;0;0;35.53333333333333;46;42;0;39.111111111111114;0;0;1;5;36;9.0;48;1;1;38;2;36;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.8
0;43;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;42.666666666666664;0;0;0;2;0;3.0;48;0;0;0;2;40;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;43.0
43;38;45;43;1;0;0;33;12.0;1;1;0;1;33.2;41;40;0;40.333333333333336;0;0;1;6;45;12.0;41;1;1;35;2;46;6;37;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;40.666666666666664
0;0;0;41;0;0;0;0;5.0;0;0;1;0;37.93333333333333;46;0;0;36.4;0;0;1;3;30;5.0;38;0;0;0;2;42;3;0;0.0;2;0;0;2;3;2;2;0;2;1;2;3;1;3.0;41.0
0;36;0;42;1;0;0;0;5.0;0;0;1;0;17.5;35;30;0;35.6;0;0;1;3;0;5.0;44;1;0;0;2;37;3;0;0.0;2;0;0;2;3;2;2;0;2;1;2;3;1;2.0;40.0
0;43;0;0;1;0;0;0;5.0;0;0;0;0;15.0;30;28;0;37.2;0;0;0;2;0;3.0;42;1;0;0;2;44;3;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;3.0;43.0
41;40;0;0;1;0;0;0;5.0;2;0;0;0;20.0;40;40;0;40.0;0;0;0;3;0;5.0;46;1;0;0;2;37;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;40.666666666666664
0;39;48;44;1;0;0;0;12.0;0;0;0;1;35.86666666666667;45;42;0;36.583333333333336;0;0;1;6;38;12.0;47;1;1;37;2;34;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;44.6
0;30;42;41;1;0;0;0;12.0;0;0;0;1;35.53333333333333;45;44;0;36.666666666666664;0;0;1;6;31;12.0;38;1;1;36;2;45;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;39.2
44;47;43;43;1;0;0;37;12.0;1;1;0;1;37.86666666666667;43;32;0;37.75;0;0;1;6;33;12.0;43;1;1;38;2;42;6;40;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;42.333333333333336
0;39;0;0;1;0;0;0;1.0;0;0;0;0;38.0;38;0;0;47.0;0;0;0;1;0;1.0;47;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;39.0
0;43;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;47.0;0;0;0;2;0;3.0;47;0;0;0;2;47;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;43.0
0;0;0;39;0;0;0;0;5.0;0;0;1;0;36.416666666666664;42;0;0;38.8;0;0;1;3;30;5.0;48;0;0;0;2;43;3;0;0.0;2;0;0;2;3;2;2;0;2;1;2;3;1;2.0;39.0
0;36;0;0;1;0;0;0;3.0;0;0;0;0;20.0;40;0;0;47.0;0;0;0;2;0;3.0;47;0;0;0;2;47;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;36.0
35;43;0;44;1;0;0;0;7.0;1;0;0;0;21.5;43;42;0;39.42857142857143;0;0;1;4;0;7.0;38;1;1;34;2;43;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;40.2
0;46;42;0;1;0;0;0;7.0;0;0;0;1;15.0;0;0;0;34.142857142857146;0;0;0;4;34;7.0;45;0;1;33;2;30;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;43.333333333333336
0;40;0;0;1;0;0;0;7.0;0;0;1;0;20.333333333333332;38;44;0;45.857142857142854;0;0;0;4;0;7.0;45;1;1;48;2;46;4;0;0.0;3;0;0;2;3;2;2;0;2;1;2;3;1;2.0;40.0
0;27;0;0;1;0;0;0;1.0;0;0;1;0;0.0;0;0;0;28.0;0;0;0;0;0;0.0;28;0;0;0;1;0;1;0;1.0;0;0;0;2;3;2;2;1;2;2;2;3;1;1.0;27.0
0;35;0;0;1;0;0;0;3.0;0;0;0;0;21.0;42;0;0;34.333333333333336;0;0;0;2;30;3.0;43;0;0;0;2;0;2;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;35.0
0;30;0;38;1;0;0;0;1.0;0;0;0;0;16.5;33;0;0;43.0;0;0;1;1;0;1.0;43;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;35.333333333333336
40;42;0;43;1;0;0;0;9.0;1;0;0;0;21.333333333333332;47;42;0;34.666666666666664;0;0;1;3;22;5.0;46;1;1;27;2;42;5;0;4.0;1;0;0;2;3;2;2;2;2;1;2;3;1;3.0;41.6
0;0;0;44;0;0;0;0;3.0;0;0;0;0;35.333333333333336;33;0;0;44.666666666666664;0;0;1;2;0;3.0;44;0;0;0;2;45;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;44.0
0;30;0;0;1;0;0;0;3.0;0;0;1;0;12.0;24;0;0;40.0;0;0;0;2;0;3.0;44;0;0;0;2;38;2;0;0.0;2;0;0;2;3;2;2;0;2;1;2;3;1;1.0;30.0
31;45;41;41;1;0;0;0;12.0;1;0;0;1;38.46666666666667;47;41;0;33.333333333333336;0;0;1;5;31;9.0;44;1;1;38;2;41;6;18;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;2.0;38.714285714285715
0;35;0;0;1;0;0;0;3.0;0;0;0;0;39.0;39;32;0;31.666666666666668;0;0;0;2;0;3.0;31;1;0;0;2;0;2;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;35.0
50;43;0;43;1;0;0;0;10.0;1;0;0;0;35.6;50;50;0;37.6;0;0;1;4;33;7.0;43;1;0;0;2;49;5;23;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;4.0;45.8
0;35;0;0;1;0;0;0;5.0;0;0;1;0;21.0;42;0;0;36.0;0;0;0;3;30;5.0;36;0;0;0;2;42;3;0;0.0;1;0;0;2;3;2;2;0;2;2;2;3;1;2.0;35.0
0;40;0;43;1;0;0;0;5.0;0;0;0;0;17.5;0;0;0;38.6;0;0;1;3;35;5.0;39;0;0;0;2;42;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.0
42;44;0;43;1;0;0;0;5.0;1;0;0;0;39.0;39;41;0;42.8;0;0;1;3;0;5.0;44;1;0;0;2;44;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.8
0;43;0;0;1;0;0;0;1.0;0;0;0;0;40.0;40;0;0;41.0;0;0;0;1;0;1.0;41;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;3.0;43.0
0;23;0;0;1;0;0;0;3.0;0;0;0;0;12.5;25;0;0;12.0;0;0;0;1;0;1.0;36;0;0;0;1;0;2;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;1.0;23.0
48;40;0;0;1;0;0;0;7.0;1;0;0;0;22.0;44;38;0;28.142857142857142;0;0;0;3;0;5.0;45;1;1;7;1;31;4;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;4.0;45.333333333333336
0;40;0;31;1;0;0;0;5.0;0;0;1;0;11.5;0;0;0;40.0;0;0;1;3;0;5.0;36;0;2;39;2;43;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;34.0
0;44;0;0;1;0;0;0;2.0;0;0;0;0;37.0;37;0;0;34.0;0;0;0;1;0;2.0;0;0;0;0;2;34;1;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;3.0;44.0
0;33;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;31.666666666666668;0;0;0;2;0;3.0;35;0;0;0;2;30;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;33.0
0;33;0;43;1;0;0;0;5.0;0;0;1;0;21.5;43;40;0;39.0;0;0;1;3;0;5.0;35;1;0;0;2;40;3;0;0.0;2;0;0;2;3;2;2;0;2;1;2;3;1;2.0;39.666666666666664
42;32;0;0;1;0;0;0;3.0;1;0;0;0;42.0;42;38;0;40.0;0;0;0;2;0;3.0;44;1;0;0;2;0;2;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;38.666666666666664
41;40;0;39;1;0;0;0;7.0;1;0;0;0;38.166666666666664;47;37;0;38.857142857142854;0;0;1;4;38;7.0;44;1;1;39;2;0;4;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;40.0
0;39;0;0;1;0;0;0;7.0;0;0;0;0;22.0;44;40;0;35.0;0;0;0;4;0;7.0;37;1;1;30;2;34;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;39.0
42;48;33;42;1;0;0;0;12.0;1;0;0;1;38.0;45;46;0;34.416666666666664;0;0;1;5;31;9.0;39;1;1;39;2;35;6;24;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;3.0;40.285714285714285
0;37;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;42.666666666666664;0;0;0;2;0;3.0;42;0;0;0;2;43;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;37.0
43;36;0;0;3;0;0;0;4.0;1;0;0;0;23.0;46;45;0;40.0;0;0;0;2;0;4.0;0;1;0;0;2;35;2;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;3.0;40.666666666666664
0;39;0;39;1;0;0;0;3.0;0;0;1;0;34.0;34;38;0;41.333333333333336;0;0;1;2;0;3.0;48;2;0;0;2;0;2;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;39.0
0;47;0;0;1;0;0;0;8.0;0;0;0;0;36.733333333333334;49;0;0;39.375;0;0;0;4;0;8.0;39;0;1;44;2;49;4;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;4.0;47.0
0;0;0;44;0;0;0;0;7.0;0;0;1;0;25.0;37;43;0;37.285714285714285;0;0;1;4;35;7.0;35;1;1;35;2;0;4;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;3.0;44.0
35;35;0;0;1;0;0;0;5.0;1;0;1;0;37.0;37;40;0;41.6;0;0;0;3;0;5.0;38;1;0;0;2;45;3;0;0.0;2;0;0;2;3;2;2;0;2;1;2;3;1;2.0;35.0
0;39;0;0;1;0;0;0;2.0;0;0;0;0;32.375;0;0;0;41.0;0;0;0;1;0;2.0;0;0;0;0;2;41;1;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;2.0;39.0
42;0;0;0;0;0;0;0;9.0;1;0;0;0;37.0;39;42;0;39.22222222222222;0;0;0;5;37;9.0;43;1;1;36;2;40;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.0
0;35;0;0;1;0;0;0;3.0;0;0;0;0;22.0;44;0;0;43.333333333333336;0;0;0;2;0;3.0;48;0;0;0;2;41;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;35.0
36;0;0;0;0;0;0;0;2.0;1;0;0;0;38.0;38;39;0;39.0;0;0;0;1;0;2.0;0;1;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;2.0;36.0
0;37;0;44;1;0;0;0;3.0;0;0;0;0;36.57142857142857;36;36;0;38.333333333333336;0;0;1;2;0;3.0;43;1;0;0;2;0;2;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;3.0;41.666666666666664
17;38;0;0;1;0;0;0;5.0;1;0;0;0;35.0;35;33;0;34.8;0;0;0;3;0;5.0;44;1;0;0;2;32;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;1.0;24.0
0;0;38;42;0;0;0;0;11.0;0;0;0;1;35.0;36;39;0;35.45454545454545;0;0;1;5;42;11.0;0;1;1;31;2;35;5;32;0.0;1;0;1;2;3;2;2;0;2;0;2;3;1;2.0;40.0
0;0;31;48;0;0;0;36;10.0;0;1;0;1;39.53333333333333;48;43;0;35.5;0;0;1;5;33;10.0;45;1;1;34;2;0;5;30;0.0;0;0;1;2;3;2;2;0;2;1;2;3;1;2.0;38.333333333333336
0;34;0;0;1;0;0;0;3.0;0;0;0;0;19.0;38;0;0;37.0;0;0;0;2;0;3.0;45;0;0;0;2;33;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;34.0
44;44;0;0;1;0;0;0;3.0;1;0;0;0;19.0;38;40;0;37.666666666666664;0;0;0;2;0;3.0;33;1;0;0;2;0;2;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;3.0;44.0
0;45;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;43.0;0;0;0;2;0;3.0;37;0;0;0;2;46;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;45.0
0;45;0;42;1;0;0;0;7.0;0;0;1;0;18.5;37;40;0;39.714285714285715;0;0;1;4;0;7.0;40;1;2;36;2;43;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;43.0
46;37;0;42;1;0;0;0;5.0;1;0;0;0;24.0;48;41;0;39.8;0;0;1;3;0;5.0;37;1;0;0;2;40;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.6
0;37;0;0;1;0;0;0;3.0;0;0;0;0;37.0;37;0;0;10.0;0;0;0;1;0;1.0;30;0;0;0;1;0;2;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;2.0;37.0
0;0;43;0;0;0;0;0;7.0;0;0;0;1;19.0;38;41;0;40.42857142857143;0;0;0;4;0;7.0;45;1;1;34;2;44;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;43.0
0;37;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;41.333333333333336;0;0;0;2;0;3.0;40;0;0;0;2;42;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;37.0
45;40;0;0;1;0;0;0;3.0;1;0;0;0;21.5;43;44;0;40.333333333333336;0;0;0;2;0;3.0;33;1;0;0;2;0;2;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;3.0;43.333333333333336
39;0;0;0;0;0;0;0;9.0;1;0;0;0;23.0;46;40;0;40.111111111111114;0;0;0;5;38;9.0;33;1;1;47;2;39;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;39.0
0;40;0;43;1;0;0;0;5.0;0;0;0;0;11.0;0;0;0;38.4;0;0;1;3;0;5.0;34;0;1;33;2;46;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.0
38;43;0;42;1;0;0;0;7.0;1;0;0;0;22.5;45;38;0;38.857142857142854;0;0;1;4;0;7.0;44;1;1;38;2;38;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;40.6
0;33;0;43;1;0;0;0;3.0;0;0;2;0;36.0;49;0;0;40.666666666666664;0;0;1;2;0;3.0;44;0;0;0;2;39;2;0;0.0;2;0;0;2;3;2;2;0;2;2;2;3;1;2.0;39.666666666666664
0;40;0;0;2;0;0;0;5.0;0;0;1;0;0.0;0;0;0;36.6;0;0;0;2;0;3.0;43;0;2;28;2;42;3;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;2.0;40.0
0;40;0;0;1;0;0;0;3.0;0;0;1;0;0.0;0;0;0;40.0;0;0;0;2;0;3.0;36;0;0;0;2;42;2;0;0.0;2;0;0;2;3;2;2;0;2;1;2;3;1;2.0;40.0
0;46;0;0;1;0;0;0;6.0;0;0;0;0;33.4;44;0;0;32.5;0;0;0;2;0;3.0;41;0;0;0;2;47;3;20;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;4.0;46.0
42;41;0;42;1;0;0;0;7.0;1;0;0;0;18.5;37;37;0;30.0;0;0;1;3;0;5.0;40;1;1;18;2;30;4;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;3.0;41.8
35;44;0;0;1;0;0;0;5.0;1;0;0;0;18.5;37;35;0;41.0;0;0;0;3;0;5.0;41;1;0;0;2;47;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;38.0
35;0;0;0;0;0;0;0;3.0;1;0;0;0;19.5;39;36;0;36.666666666666664;0;0;0;2;0;3.0;38;1;0;0;2;0;2;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;35.0
0;45;0;41;1;0;0;0;7.0;0;0;0;0;34.93333333333333;49;0;0;37.285714285714285;0;0;1;3;43;7.0;0;0;0;0;2;41;3;31;0.0;1;0;1;2;3;2;2;0;2;0;2;3;1;3.0;42.333333333333336
0;9;0;0;1;0;0;0;3.0;0;0;0;0;15.5;31;0;0;36.333333333333336;0;0;0;2;0;3.0;45;0;0;0;2;32;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;1.0;9.0
0;43;0;42;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;43.0;0;0;1;2;0;3.0;41;0;0;0;2;44;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.333333333333336
0;8;0;0;1;0;0;0;1.0;0;0;0;0;0.0;0;0;0;12.0;0;0;0;0;0;0.0;12;0;0;0;1;0;1;0;1.0;0;0;0;2;3;2;2;1;2;1;2;3;1;1.0;8.0
46;0;0;0;0;0;0;0;3.0;1;0;0;0;47.0;47;43;0;44.333333333333336;0;0;0;2;0;3.0;47;1;0;0;2;0;2;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;4.0;46.0
0;40;0;43;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;40.666666666666664;0;0;1;2;0;3.0;44;0;0;0;2;39;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.0
