NOTA_L_TRES;NOTA_HSE;NOTA_ADMIN;NOTA_TGUNO;VECES_HSE;NOTA_EI_TRES;NOTA_EE_DOS;NOTA_PROTELEC;NCC_OCHO;VECES_L_TRES;VECES_PROTELEC;CAR_OCHO;VECES_ADMIN;PROMEDIO_SIETE;NOTA_L_UNO;NOTA_L_DOS;VECES_EI_TRES;PROMEDIO_OCHO;NOTA_EI_CUATRO;VECES_EE_DOS;VECES_TGUNO;NAA_OCHO;NOTA_AIELEC;NCA_OCHO;NOTA_CCON;VECES_L_DOS;VECES_FGEP;NOTA_FGEP;EPA_OCHO;NOTA_HIST;NAC_OCHO;NOTA_SUBEL;NCP_OCHO;VECES_HIST;VECES_EI_CUATRO;VECES_SUBEL;CREDITOS_EE_DOS;CREDITOS_EI_TRES;CREDITOS_PROTELEC;CREDITOS_L_TRES;NAP_OCHO;CREDITOS_TGUNO;VECES_CCON;CREDITOS_ADMIN;CREDITOS_EI_CUATRO;CREDITOS_HSE;NOTA_EI_CINCO;NOTA_TGDOS;NOTA_EI_SEIS;NOTA_EE_TRES;NCC_NUEVE;VECES_EI_CINCO;PROMEDIO_NUEVE;NCA_NUEVE;NAC_NUEVE;NAA_NUEVE;CAR_NUEVE;CREDITOS_EI_CINCO;CREDITOS_EE_TRES;NCP_NUEVE;CREDITOS_EI_SEIS;VECES_TGDOS;NAP_NUEVE;EPA_NUEVE;RENDIMIENTO_DIEZ;PROMEDIO_DIEZ
38;38;48;40;1;0;0;31;12.0;1;1;1;1;36.2;44;31;0;35.75;0;0;1;6;35;12.0;46;2;1;40;2;36;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;46;0;0;9.0;0;39.111111111111114;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;46.0
40;42;40;41;1;0;0;30;12.0;1;1;0;1;37.333333333333336;45;37;0;39.833333333333336;0;0;1;6;41;12.0;49;1;1;43;2;44;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;43;0;0;9.0;0;38.22222222222222;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;43.0
38;42;40;44;1;0;0;34;12.0;1;1;0;1;40.53333333333333;45;38;0;37.083333333333336;0;0;1;6;36;12.0;43;1;1;35;2;44;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;39.333333333333336;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
35;43;42;40;1;0;0;36;12.0;1;1;0;1;37.666666666666664;32;35;0;38.166666666666664;0;0;1;6;38;12.0;43;1;1;37;2;45;6;35;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;38.77777777777778;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
41;38;46;40;1;0;0;33;12.0;1;1;0;1;34.93333333333333;37;39;0;35.583333333333336;0;0;1;6;36;12.0;33;1;1;32;2;45;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;39.77777777777778;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
40;43;38;36;1;0;0;32;12.0;1;2;1;1;38.13333333333333;36;41;0;39.416666666666664;0;0;1;6;35;12.0;45;1;1;36;2;42;6;40;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;46;0;0;9.0;0;37.22222222222222;9.0;5;5;1;3;2;0.0;3;1;0;2;4.0;46.0
42;33;43;30;1;0;0;31;12.0;1;1;1;1;33.06666666666667;39;36;0;36.25;0;0;1;6;36;12.0;42;1;1;38;2;34;6;35;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;36.111111111111114;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
41;33;42;34;1;0;0;35;12.0;1;2;1;1;36.46666666666667;39;44;0;37.0;0;0;1;6;33;12.0;36;1;2;38;2;44;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;45;0;0;9.0;0;37.44444444444444;9.0;5;5;1;3;2;0.0;3;2;0;2;3.0;45.0
42;43;48;42;1;0;0;31;12.0;1;1;1;1;36.13333333333333;39;48;0;41.75;0;0;1;6;41;12.0;44;1;1;38;2;46;6;37;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;41.0;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
44;30;35;36;1;0;0;36;12.0;1;1;0;1;33.666666666666664;31;34;0;36.833333333333336;0;0;1;6;33;12.0;36;1;1;47;2;41;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;36.888888888888886;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
34;40;43;43;1;0;0;33;12.0;1;1;0;1;37.666666666666664;48;37;0;39.166666666666664;0;0;1;6;41;12.0;47;1;1;42;2;45;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;46;0;0;9.0;0;38.44444444444444;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;46.0
45;40;43;42;1;0;0;34;12.0;1;1;1;1;38.4;46;46;0;38.416666666666664;0;0;1;6;36;12.0;33;1;1;40;2;47;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;40;0;0;9.0;0;40.888888888888886;9.0;5;5;0;3;2;0.0;3;1;0;2;2.0;40.0
41;49;48;39;1;0;0;27;12.0;1;2;1;1;33.86666666666667;40;41;0;37.0;0;0;1;6;34;12.0;44;1;1;34;2;43;6;32;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;46;0;0;9.0;0;39.888888888888886;7.0;5;4;1;3;2;2.0;3;2;1;2;4.0;46.0
35;43;41;39;1;0;0;30;12.0;1;2;1;1;36.13333333333333;46;40;0;37.75;0;0;1;6;38;12.0;45;1;1;37;2;44;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;37.0;9.0;5;5;1;3;2;0.0;3;1;0;2;4.0;50.0
38;42;43;41;1;0;0;32;12.0;1;2;1;1;38.13333333333333;36;41;0;37.583333333333336;0;0;1;6;36;12.0;49;1;1;39;2;37;6;32;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;43;0;0;9.0;0;38.888888888888886;9.0;5;5;1;3;2;0.0;3;1;0;2;3.0;43.0
35;42;45;39;1;0;0;30;12.0;1;1;0;1;37.6;48;46;0;40.083333333333336;0;0;1;6;38;12.0;45;1;1;47;2;36;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;37.77777777777778;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
42;38;44;42;1;0;0;33;12.0;1;2;0;1;35.0;44;44;0;41.583333333333336;0;0;1;6;41;12.0;42;1;1;36;2;46;6;41;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;40.0;9.0;5;5;1;3;2;0.0;3;1;0;2;4.0;50.0
47;40;44;41;1;0;0;33;12.0;1;1;0;1;36.4;39;38;0;36.333333333333336;0;0;1;6;37;12.0;39;1;1;41;2;33;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;41.111111111111114;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
35;34;41;40;1;0;0;30;12.0;1;3;0;1;33.86666666666667;33;38;0;38.25;0;0;1;6;38;12.0;42;1;1;49;2;37;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;46;0;0;9.0;0;36.22222222222222;9.0;5;5;1;3;2;0.0;3;2;0;2;4.0;46.0
41;42;46;42;1;0;0;34;12.0;1;1;0;1;41.266666666666666;37;40;0;38.75;0;0;1;6;34;12.0;47;1;1;44;2;46;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;40.888888888888886;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
36;35;41;40;1;0;0;33;12.0;1;1;1;1;34.86666666666667;37;36;0;36.416666666666664;0;0;1;6;38;12.0;42;1;1;30;2;38;6;37;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;46;0;0;9.0;0;37.22222222222222;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;46.0
38;38;43;36;1;0;0;0;12.0;1;0;1;1;37.266666666666666;41;44;0;37.333333333333336;0;0;1;6;36;12.0;36;1;1;36;2;45;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;7.0;0;38.857142857142854;7.0;4;4;0;3;2;0.0;3;1;0;2;4.0;50.0
44;45;41;39;1;0;0;36;12.0;1;1;0;1;41.06666666666667;43;42;0;41.416666666666664;0;0;1;6;42;12.0;48;1;1;47;2;47;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;43;0;0;9.0;0;40.55555555555556;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;43.0
36;41;49;39;1;0;0;38;12.0;1;1;0;1;41.13333333333333;38;40;0;41.0;0;0;1;6;43;12.0;43;1;1;39;2;44;6;39;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;44;0;0;9.0;0;40.55555555555556;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;44.0
31;43;44;42;1;0;0;33;12.0;1;1;0;1;35.86666666666667;37;48;0;40.416666666666664;0;0;1;6;34;12.0;45;1;1;47;2;40;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;47;0;0;9.0;0;38.111111111111114;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;47.0
40;43;44;43;1;0;0;34;12.0;1;1;0;1;36.93333333333333;41;40;0;38.583333333333336;0;0;1;6;34;12.0;35;1;1;50;2;42;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;40.55555555555556;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
40;40;37;32;1;0;0;30;12.0;1;1;0;1;35.86666666666667;42;33;0;34.25;0;0;1;6;34;12.0;40;1;1;34;2;38;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;35.333333333333336;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
44;38;36;43;1;0;0;35;12.0;1;1;0;1;40.266666666666666;41;35;0;39.0;0;0;1;6;42;12.0;46;1;1;47;2;42;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;43;0;0;9.0;0;39.333333333333336;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;43.0
41;43;46;41;1;0;0;33;12.0;1;1;0;1;34.53333333333333;46;40;0;39.0;0;0;1;6;38;12.0;40;1;1;50;2;35;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;40.55555555555556;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
43;47;40;41;1;0;0;30;12.0;1;2;0;1;34.333333333333336;39;42;0;37.583333333333336;0;0;1;6;38;12.0;42;1;1;36;2;42;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;39.44444444444444;9.0;5;5;1;3;2;0.0;3;1;0;2;4.0;50.0
0;43;0;0;1;0;49;0;6.0;0;0;0;0;32.53846153846154;35;0;0;34.833333333333336;0;1;0;3;0;6.0;43;0;0;0;2;38;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;0;0;0;37;3.0;0;47.0;3.0;2;2;0;3;2;0.0;3;0;0;2;2.0;37.0
43;42;44;40;1;0;0;35;12.0;1;1;0;1;39.266666666666666;37;42;0;41.5;0;0;1;6;40;12.0;37;1;1;41;2;49;6;39;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;40.666666666666664;9.0;5;5;0;3;2;0.0;3;2;0;2;4.0;50.0
43;46;40;36;1;0;0;41;12.0;1;1;1;1;43.46666666666667;50;43;0;40.916666666666664;0;0;1;6;40;12.0;47;1;1;40;2;48;6;34;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;40.666666666666664;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
47;46;37;39;1;0;0;0;9.0;1;0;1;1;34.8;45;47;0;39.333333333333336;0;0;1;5;33;9.0;36;1;1;41;2;38;5;0;0.0;1;0;0;2;3;2;2;0;2;2;2;3;1;0;47;0;0;7.0;0;41.714285714285715;7.0;4;4;0;3;2;0.0;3;1;0;2;4.0;47.0
44;46;42;39;1;0;0;34;12.0;1;1;0;1;36.86666666666667;44;43;0;41.0;0;0;1;6;40;12.0;46;1;1;42;2;44;6;36;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;40.44444444444444;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
42;40;48;38;1;45;49;34;13.0;1;2;0;1;40.94444444444444;44;0;1;38.84615384615385;41;1;1;6;39;13.0;42;0;1;48;2;44;6;30;0.0;1;1;1;2;3;2;2;0;2;1;2;3;1;36;50;34;0;17.0;1;42.35294117647059;17.0;8;8;1;3;2;0.0;3;1;0;2;2.0;38.75
34;32;39;31;1;0;0;34;12.0;1;1;0;1;35.266666666666666;36;40;0;37.666666666666664;0;0;1;6;30;12.0;38;1;1;50;2;42;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;34.22222222222222;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
37;47;40;38;1;0;0;0;7.0;1;0;1;1;32.916666666666664;45;41;0;37.285714285714285;0;0;1;4;0;7.0;47;1;1;31;2;35;4;0;0.0;1;0;0;2;3;2;2;0;2;2;2;3;1;0;50;0;0;7.0;0;39.57142857142857;7.0;4;4;0;3;2;0.0;3;1;0;2;4.0;50.0
31;32;35;32;1;0;0;31;12.0;1;1;1;1;35.0;42;31;0;34.166666666666664;0;0;1;6;34;12.0;45;1;1;39;2;32;6;31;0.0;1;0;1;2;3;2;2;0;2;2;2;3;1;0;50;0;0;9.0;0;32.22222222222222;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
41;44;46;45;1;0;0;38;12.0;1;1;0;1;39.93333333333333;36;43;0;38.5;0;0;1;6;41;12.0;44;1;1;36;2;44;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;42.666666666666664;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
45;45;42;45;1;0;0;34;12.0;1;1;0;1;36.2;39;41;0;40.916666666666664;0;0;1;6;42;12.0;45;1;1;50;2;45;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;47;0;0;9.0;0;41.888888888888886;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;47.0
30;43;42;34;1;0;0;34;12.0;1;2;0;1;36.4;37;35;0;34.5;0;0;1;6;36;12.0;36;1;1;36;2;37;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;35.888888888888886;9.0;5;5;1;3;2;0.0;3;1;0;2;4.0;50.0
46;47;48;40;1;0;0;0;12.0;1;0;1;1;36.8;49;48;0;40.833333333333336;0;0;1;6;39;12.0;48;1;1;41;2;48;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;45;0;0;7.0;0;45.0;7.0;4;4;0;3;2;0.0;3;1;0;2;3.0;45.0
43;45;48;42;1;0;0;33;12.0;1;1;0;1;38.8;45;43;0;39.333333333333336;0;0;1;6;42;12.0;48;1;1;42;2;37;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;41.888888888888886;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
42;45;48;42;1;0;0;37;12.0;1;1;0;1;41.86666666666667;39;49;0;39.333333333333336;0;0;1;6;42;12.0;48;1;1;36;2;37;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;45;0;0;9.0;0;42.55555555555556;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;45.0
41;35;38;37;1;0;0;0;12.0;1;0;1;1;36.2;35;46;0;36.333333333333336;0;0;1;5;36;9.0;42;1;1;41;2;47;6;18;3.0;1;0;2;2;3;2;2;1;2;1;2;3;1;0;46;0;0;7.0;0;38.142857142857146;7.0;4;4;0;3;2;0.0;3;1;0;2;4.0;46.0
40;43;44;37;1;0;0;38;12.0;1;2;0;1;38.53333333333333;39;38;0;36.25;0;0;1;6;38;12.0;41;1;1;36;2;34;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;45;0;0;9.0;0;40.111111111111114;9.0;5;5;1;3;2;0.0;3;1;0;2;3.0;45.0
43;40;47;40;1;0;0;37;12.0;1;1;0;1;44.733333333333334;50;46;0;41.666666666666664;0;0;1;6;40;12.0;44;1;1;44;2;44;6;36;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;43;0;0;9.0;0;41.55555555555556;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;43.0
41;36;37;40;1;0;0;32;12.0;1;1;0;1;36.6;44;43;0;38.666666666666664;0;0;1;6;38;12.0;35;1;1;42;2;45;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;38;0;0;9.0;0;37.333333333333336;9.0;5;5;0;3;2;0.0;3;1;0;2;2.0;38.0
38;30;41;42;1;0;0;31;12.0;1;1;0;1;41.733333333333334;49;34;0;35.5;0;0;1;6;38;12.0;46;1;1;32;2;35;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;37.111111111111114;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
42;42;45;33;1;0;0;33;12.0;1;1;1;1;35.333333333333336;36;43;0;37.583333333333336;0;0;1;6;32;12.0;42;1;1;42;2;41;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;46;0;0;9.0;0;38.666666666666664;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;46.0
44;46;41;39;1;0;0;31;12.0;1;1;0;1;32.266666666666666;46;39;0;35.0;0;0;1;6;34;12.0;42;1;1;36;2;35;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;46;0;0;9.0;0;39.55555555555556;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;46.0
41;35;45;35;1;0;0;36;12.0;1;1;0;1;33.93333333333333;45;45;0;38.333333333333336;0;0;1;6;30;12.0;45;1;1;42;2;44;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;38.77777777777778;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
44;39;49;40;1;0;0;33;12.0;1;1;1;1;36.13333333333333;30;40;0;41.166666666666664;0;0;1;6;37;12.0;47;1;1;44;2;47;6;37;0.0;2;0;1;2;3;2;2;0;2;1;2;3;1;0;44;0;0;9.0;0;41.22222222222222;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;44.0
45;43;48;39;1;0;0;32;12.0;1;1;0;1;37.2;46;47;0;40.5;0;0;1;6;37;12.0;44;1;1;37;2;46;6;36;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;46;0;0;9.0;0;41.22222222222222;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;46.0
46;44;45;36;1;0;0;32;12.0;1;1;0;1;36.93333333333333;48;49;0;41.083333333333336;0;0;1;6;39;12.0;44;1;1;44;2;43;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;40.22222222222222;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
45;43;48;47;1;0;0;41;12.0;1;1;0;1;37.333333333333336;43;49;0;42.5;0;0;1;6;45;12.0;47;1;1;45;2;43;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;45.0;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
41;46;43;48;1;0;0;30;12.0;1;1;0;1;35.53333333333333;42;36;0;39.416666666666664;0;0;1;6;42;12.0;48;1;1;40;2;45;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;50;0;0;9.0;0;41.111111111111114;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;50.0
41;45;38;42;1;34;37;0;13.0;1;0;0;1;35.27777777777778;49;39;1;38.46153846153846;0;1;1;5;0;10.0;44;1;1;41;2;49;6;20;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;0;0;0;42;12.0;0;38.583333333333336;12.0;6;6;0;3;2;0.0;3;0;0;2;3.0;42.0
0;0;40;30;0;0;0;34;10.0;0;1;0;1;35.15384615384615;33;0;0;35.6;0;0;1;5;31;10.0;45;0;1;36;2;42;5;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;48;0;0;6.0;0;34.666666666666664;6.0;3;3;0;3;2;0.0;3;1;0;2;4.0;48.0
44;39;0;50;1;0;0;0;12.0;1;0;1;0;38.666666666666664;43;46;0;39.166666666666664;0;0;1;6;41;12.0;47;1;1;30;2;48;6;31;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;0;50;0;0;5.0;0;45.4;5.0;3;3;0;3;2;0.0;3;1;0;2;4.0;50.0
43;38;45;43;1;0;0;33;12.0;1;1;0;1;33.2;41;40;0;40.333333333333336;0;0;1;6;45;12.0;41;1;1;35;2;46;6;37;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;48;0;0;9.0;0;40.666666666666664;9.0;5;5;0;3;2;0.0;3;1;0;2;4.0;48.0
44;47;43;43;1;0;0;37;12.0;1;1;0;1;37.86666666666667;43;32;0;37.75;0;0;1;6;33;12.0;43;1;1;38;2;42;6;40;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;0;45;0;0;9.0;0;42.333333333333336;9.0;5;5;0;3;2;0.0;3;1;0;2;3.0;45.0
