GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO
0;2;12;1;19;5;458.0;85.0;85.0;52.0;59.0;68.0;68.0;63.0;0.0;60.0;50.0;12;3;9;3;2012
0;2;6;1;19;5;450.0;76.0;76.0;59.0;62.0;69.0;69.0;63.0;0.0;49.0;53.0;4;4;9;2;2012
0;1;1;1;19;5;462.0;75.0;75.0;60.0;63.0;62.0;62.0;77.0;0.0;54.0;60.0;11;5;9;2;2012
0;2;11;1;19;5;431.0;76.0;76.0;69.0;74.0;50.0;50.0;63.0;0.0;36.0;63.0;11;5;9;3;2012
1;1;5;1;19;5;446.0;76.0;76.0;63.0;58.0;63.0;63.0;76.0;0.0;44.0;53.0;5;6;9;2;2012
1;2;10;1;19;5;449.0;76.0;76.0;59.0;59.0;69.0;69.0;76.0;0.0;44.0;55.0;10;3;9;3;2012
1;2;10;1;19;5;428.0;85.0;85.0;60.0;56.0;62.0;62.0;63.0;0.0;41.0;60.0;8;3;9;3;2012
0;2;15;1;19;5;447.0;85.0;85.0;52.0;56.0;69.0;69.0;59.0;0.0;60.0;60.0;18;3;9;3;2012
0;2;13;1;19;5;442.0;76.0;76.0;63.0;62.0;63.0;63.0;68.0;0.0;53.0;55.0;1;5;9;4;2012
0;2;16;1;19;5;423.0;85.0;85.0;60.0;75.0;54.0;54.0;48.0;0.0;41.0;60.0;8;3;9;2;2012
0;2;10;1;19;5;433.0;75.0;75.0;65.0;56.0;63.0;63.0;48.0;0.0;60.0;47.0;10;3;9;3;2012
1;2;10;1;19;5;466.0;64.0;64.0;55.0;52.0;91.0;91.0;63.0;0.0;69.0;56.0;10;3;9;3;2012
0;2;10;1;19;5;439.0;85.0;85.0;52.0;56.0;69.0;69.0;48.0;0.0;60.0;63.0;10;3;9;3;2012
1;1;14;1;19;5;450.0;85.0;85.0;60.0;47.0;53.0;53.0;77.0;0.0;69.0;56.0;14;2;9;3;2012
1;1;12;1;19;5;456.0;63.0;63.0;65.0;56.0;68.0;68.0;59.0;0.0;69.0;63.0;12;3;9;3;2012
0;1;11;1;19;5;426.0;85.0;85.0;60.0;59.0;58.0;58.0;55.0;0.0;49.0;52.0;8;3;9;3;2012
0;1;14;1;19;5;432.0;76.0;76.0;63.0;52.0;69.0;69.0;63.0;0.0;49.0;56.0;8;3;9;3;2012
1;1;11;1;19;5;447.0;69.0;69.0;63.0;67.0;63.0;63.0;63.0;0.0;53.0;53.0;11;5;9;2;2012
1;1;14;1;19;5;439.0;86.0;86.0;59.0;55.0;50.0;50.0;55.0;0.0;69.0;47.0;19;5;9;2;2012
0;2;8;1;19;5;449.0;59.0;59.0;70.0;56.0;62.0;62.0;51.0;0.0;69.0;60.0;8;3;9;3;2012
0;2;6;1;19;5;427.0;68.0;68.0;70.0;59.0;62.0;62.0;59.0;0.0;45.0;47.0;6;5;9;2;2012
0;1;14;1;19;5;451.0;69.0;69.0;63.0;59.0;63.0;63.0;59.0;0.0;69.0;60.0;18;3;9;2;2012
0;1;18;1;19;5;444.0;86.0;86.0;55.0;52.0;54.0;54.0;68.0;0.0;60.0;52.0;18;3;9;3;2012
0;2;11;1;19;5;461.0;86.0;86.0;47.0;58.0;58.0;58.0;76.0;0.0;59.0;50.0;10;3;9;3;2012
0;2;21;1;19;5;455.0;75.0;75.0;60.0;53.0;63.0;63.0;63.0;0.0;84.0;63.0;10;3;9;2;2012
0;2;9;1;19;5;452.0;63.0;63.0;65.0;63.0;69.0;69.0;63.0;0.0;69.0;80.0;10;3;9;3;2012
1;2;11;1;19;5;422.0;59.0;59.0;76.0;59.0;69.0;69.0;58.0;0.0;49.0;60.0;10;3;9;4;2012
1;2;11;1;19;5;433.0;75.0;75.0;60.0;63.0;63.0;63.0;63.0;0.0;49.0;55.0;11;5;9;2;2012
1;2;15;1;19;5;438.0;64.0;64.0;69.0;58.0;62.0;62.0;55.0;0.0;69.0;55.0;5;6;9;2;2012
0;2;7;1;19;5;395.0;76.0;76.0;75.0;58.0;50.0;50.0;58.0;0.0;28.0;60.0;20;6;9;2;2012
1;1;4;1;19;5;429.0;69.0;69.0;68.0;67.0;57.0;57.0;63.0;0.0;49.0;49.0;4;4;9;2;2012
0;1;11;1;19;5;426.0;86.0;86.0;55.0;58.0;58.0;58.0;63.0;0.0;44.0;43.0;11;5;9;2;2012
1;1;10;1;19;5;417.0;64.0;64.0;75.0;52.0;63.0;63.0;55.0;0.0;53.0;43.0;10;3;9;2;2012
0;1;7;1;19;5;446.0;69.0;69.0;63.0;55.0;58.0;58.0;76.0;0.0;53.0;56.0;7;5;9;2;2012
0;2;7;1;19;5;418.0;85.0;85.0;56.0;59.0;62.0;62.0;48.0;0.0;49.0;53.0;7;5;9;2;2012
1;1;7;1;19;5;423.0;86.0;86.0;55.0;49.0;63.0;63.0;55.0;0.0;53.0;50.0;7;5;9;2;2012
1;2;8;1;19;5;458.0;63.0;63.0;60.0;56.0;68.0;68.0;51.0;0.0;84.0;50.0;8;3;9;2;2012
0;2;1;1;19;5;446.0;76.0;76.0;59.0;59.0;58.0;58.0;68.0;0.0;69.0;52.0;11;5;9;2;2012
1;2;11;1;19;5;461.0;68.0;68.0;60.0;53.0;63.0;63.0;68.0;0.0;84.0;61.0;10;3;9;3;2012
0;2;10;1;19;5;453.0;64.0;64.0;59.0;74.0;63.0;63.0;68.0;0.0;53.0;66.0;10;3;9;3;2012
0;2;15;1;19;5;441.0;63.0;63.0;60.0;56.0;78.0;78.0;55.0;0.0;60.0;80.0;19;5;9;2;2012
0;2;11;1;19;5;387.0;86.0;86.0;63.0;52.0;58.0;58.0;45.0;0.0;23.0;66.0;11;5;9;3;2012
0;1;4;1;19;5;431.0;69.0;69.0;69.0;55.0;50.0;50.0;63.0;0.0;59.0;49.0;18;3;9;1;2012
0;2;7;1;19;5;417.0;75.0;75.0;65.0;47.0;58.0;58.0;55.0;0.0;49.0;43.0;7;5;9;3;2012
0;2;11;1;19;5;431.0;69.0;69.0;69.0;55.0;54.0;54.0;68.0;0.0;59.0;47.0;11;5;9;3;2012
1;2;11;1;19;5;430.0;64.0;64.0;63.0;55.0;77.0;77.0;51.0;0.0;59.0;58.0;11;5;9;3;2012
1;2;4;1;19;5;427.0;76.0;76.0;59.0;55.0;68.0;68.0;55.0;0.0;60.0;50.0;4;4;9;3;2012
0;1;16;1;19;5;432.0;76.0;76.0;59.0;50.0;62.0;62.0;68.0;0.0;53.0;43.0;8;3;9;2;2012
1;2;11;1;19;5;401.0;64.0;64.0;68.0;67.0;69.0;69.0;51.0;0.0;17.0;83.0;13;1;9;4;2012
0;1;10;1;19;5;427.0;63.0;63.0;70.0;56.0;58.0;58.0;63.0;0.0;54.0;52.0;10;3;9;3;2012
1;2;7;1;19;5;415.0;76.0;76.0;63.0;55.0;62.0;62.0;55.0;0.0;53.0;49.0;8;3;9;3;2012
1;2;6;1;19;5;434.0;75.0;75.0;56.0;63.0;62.0;62.0;59.0;0.0;60.0;49.0;19;5;9;2;2012
0;2;10;1;19;5;431.0;69.0;69.0;59.0;55.0;69.0;69.0;55.0;0.0;59.0;63.0;10;3;9;3;2012
0;1;15;1;19;5;448.0;68.0;68.0;56.0;56.0;68.0;68.0;63.0;0.0;69.0;45.0;4;4;9;2;2012
1;1;16;1;19;5;419.0;60.0;60.0;75.0;55.0;57.0;57.0;68.0;0.0;48.0;60.0;16;2;9;3;2012
1;2;9;1;19;5;431.0;64.0;64.0;63.0;50.0;69.0;69.0;63.0;0.0;53.0;66.0;9;4;9;3;2012
0;2;9;1;19;5;446.0;75.0;75.0;52.0;63.0;57.0;57.0;63.0;0.0;60.0;60.0;9;4;9;3;2012
1;1;5;1;19;5;437.0;63.0;63.0;60.0;50.0;77.0;77.0;63.0;0.0;60.0;45.0;7;5;9;2;2012
0;2;5;1;19;5;417.0;75.0;75.0;60.0;56.0;62.0;62.0;51.0;0.0;54.0;52.0;5;6;9;1;2012
0;2;18;1;19;5;433.0;68.0;68.0;60.0;56.0;69.0;69.0;63.0;0.0;60.0;58.0;18;3;9;3;2012
0;2;9;1;19;5;428.0;86.0;86.0;51.0;52.0;54.0;54.0;68.0;0.0;48.0;50.0;9;4;9;3;2012
1;2;15;1;19;5;396.0;64.0;64.0;59.0;55.0;50.0;50.0;58.0;0.0;48.0;68.0;8;3;7;3;2012
0;2;14;1;19;5;429.0;51.11;51.11;48.9;48.36;62.72;62.72;64.49;0.0;50.84;45.31;8;3;7;2;2012
0;2;18;1;19;5;350.63;47.84;47.84;49.63;52.28;46.27;46.27;51.88;0.0;47.31;66.03;18;3;7;3;2012
1;1;9;1;19;5;427.0;63.0;63.0;45.0;47.0;69.0;69.0;68.0;0.0;69.0;66.0;17;2;4;2;2012
0;1;18;1;19;5;447.0;75.0;75.0;60.0;63.0;69.0;69.0;63.0;0.0;49.0;61.0;5;6;6;2;2012
0;1;10;1;19;5;431.0;75.0;75.0;56.0;56.0;54.0;54.0;68.0;0.0;60.0;58.0;10;3;6;2;2012
0;1;18;1;19;5;457.0;69.0;69.0;47.0;55.0;57.0;57.0;89.0;0.0;69.0;47.0;18;3;6;2;2012
1;2;10;1;19;5;430.0;59.0;59.0;56.0;56.0;69.0;69.0;76.0;0.0;45.0;58.0;1;5;9;3;2012
0;1;11;1;19;5;461.0;76.0;76.0;63.0;62.0;63.0;63.0;63.0;0.0;69.0;55.0;11;5;9;3;2012
0;2;1;1;19;5;464.0;63.0;63.0;65.0;63.0;78.0;78.0;69.0;0.0;54.0;52.0;1;5;9;3;2012
0;2;7;1;19;5;442.0;69.0;69.0;68.0;55.0;69.0;69.0;63.0;0.0;49.0;56.0;19;5;9;2;2012
0;2;12;1;19;5;436.0;69.0;69.0;69.0;55.0;69.0;69.0;55.0;0.0;59.0;60.0;10;3;9;3;2012
0;1;4;1;19;5;441.0;75.0;75.0;60.0;53.0;58.0;58.0;63.0;0.0;60.0;50.0;4;4;9;2;2012
0;1;8;1;19;5;427.0;69.0;69.0;69.0;49.0;63.0;63.0;55.0;0.0;69.0;60.0;8;3;9;2;2012
1;2;11;1;19;5;445.0;75.0;75.0;56.0;56.0;58.0;58.0;63.0;0.0;60.0;74.0;4;4;9;3;2012
0;2;10;1;19;5;432.0;76.0;76.0;59.0;50.0;63.0;63.0;59.0;0.0;60.0;53.0;10;3;9;3;2012
0;2;8;1;19;5;443.0;64.0;64.0;63.0;55.0;68.0;68.0;63.0;0.0;69.0;63.0;7;5;9;2;2012
0;2;13;1;19;5;440.0;68.0;68.0;65.0;68.0;50.0;50.0;76.0;0.0;53.0;53.0;10;3;9;3;2012
0;1;15;1;19;5;429.0;69.0;69.0;69.0;56.0;52.0;52.0;73.0;0.0;55.0;43.0;4;4;9;2;2012
0;1;6;1;19;5;450.0;68.0;68.0;60.0;50.0;58.0;58.0;58.0;0.0;84.0;55.0;6;5;9;2;2012
0;2;9;1;19;5;443.0;60.0;60.0;59.0;62.0;78.0;78.0;68.0;0.0;53.0;50.0;10;3;9;3;2012
0;1;4;1;19;5;410.0;64.0;64.0;69.0;46.0;69.0;69.0;58.0;0.0;44.0;58.0;4;4;9;2;2012
0;2;19;1;19;5;424.0;69.0;69.0;63.0;55.0;63.0;63.0;58.0;0.0;59.0;39.0;19;5;9;2;2012
1;1;5;1;19;5;421.0;63.0;63.0;60.0;59.0;78.0;78.0;51.0;0.0;45.0;45.0;5;6;9;1;2012
1;1;19;1;19;5;398.0;86.0;86.0;55.0;52.0;63.0;63.0;45.0;0.0;40.0;41.0;19;5;9;1;2012
0;2;1;1;19;5;403.0;86.0;86.0;59.0;44.0;58.0;58.0;55.0;0.0;53.0;43.0;10;3;9;3;2012
0;1;5;1;19;5;442.0;64.0;64.0;59.0;55.0;69.0;69.0;63.0;0.0;69.0;71.0;5;6;9;2;2012
0;1;13;1;19;5;425.0;75.0;75.0;60.0;53.0;54.0;54.0;68.0;0.0;53.0;71.0;13;1;9;3;2012
1;2;12;1;19;5;408.0;68.0;68.0;65.0;56.0;68.0;68.0;55.0;0.0;45.0;53.0;12;3;9;3;2012
1;2;7;1;19;5;431.0;69.0;69.0;55.0;49.0;78.0;78.0;51.0;0.0;69.0;60.0;7;5;9;2;2012
0;2;11;1;19;5;416.0;76.0;76.0;59.0;58.0;58.0;58.0;55.0;0.0;53.0;68.0;11;5;9;4;2012
0;2;11;1;19;5;419.0;69.0;69.0;63.0;59.0;53.0;53.0;55.0;0.0;49.0;52.0;1;5;9;3;2012
1;1;14;1;19;5;413.0;68.0;68.0;65.0;63.0;54.0;54.0;59.0;0.0;41.0;50.0;8;3;9;3;2012
1;1;10;1;19;5;427.19;77.8;77.8;53.11;67.52;52.54;52.54;57.16;0.0;53.46;56.48;10;3;9;2;2012
0;2;16;1;19;5;408.0;85.0;85.0;56.0;50.0;50.0;50.0;51.0;0.0;53.0;41.0;16;2;9;3;2012
0;2;8;1;19;5;407.0;76.0;76.0;59.0;52.0;57.0;57.0;55.0;0.0;40.0;53.0;8;3;9;3;2012
0;2;10;1;19;5;402.0;75.0;75.0;60.0;59.0;63.0;63.0;48.0;0.0;45.0;68.0;10;3;9;3;2012
1;1;6;1;19;5;429.0;64.0;64.0;59.0;52.0;69.0;69.0;63.0;0.0;53.0;43.0;18;3;9;2;2012
0;1;16;1;19;5;415.0;69.0;69.0;59.0;59.0;69.0;69.0;55.0;0.0;49.0;55.0;10;3;9;3;2012
0;2;11;1;19;5;413.0;75.0;75.0;60.0;53.0;57.0;57.0;63.0;0.0;49.0;55.0;11;5;9;3;2012
0;2;2;1;19;5;431.0;75.0;75.0;49.0;56.0;69.0;69.0;63.0;0.0;53.0;49.0;10;3;9;3;2012
1;2;19;1;19;5;405.0;69.0;69.0;68.0;47.0;54.0;54.0;59.0;0.0;53.0;50.0;19;5;9;1;2012
0;1;9;1;19;5;392.0;69.0;69.0;69.0;44.0;58.0;58.0;55.0;0.0;40.0;52.0;8;3;9;2;2012
0;1;14;1;19;5;410.0;69.0;69.0;63.0;50.0;63.0;63.0;68.0;0.0;44.0;52.0;14;2;9;2;2012
1;2;1;1;19;5;413.0;75.0;75.0;56.0;56.0;63.0;63.0;63.0;0.0;45.0;83.0;1;5;9;3;2012
0;1;7;1;19;5;402.0;64.0;64.0;69.0;52.0;63.0;63.0;58.0;0.0;48.0;45.0;20;6;9;2;2012
0;1;19;1;19;5;412.0;75.0;75.0;56.0;50.0;63.0;63.0;48.0;0.0;60.0;45.0;8;3;9;2;2012
1;1;8;1;19;5;454.0;59.0;59.0;52.0;56.0;78.0;78.0;59.0;0.0;84.0;49.0;8;3;9;2;2012
1;2;9;1;19;5;426.0;69.0;69.0;55.0;55.0;68.0;68.0;51.0;0.0;69.0;49.0;9;4;9;3;2012
0;1;8;1;19;5;415.0;63.0;63.0;65.0;44.0;63.0;63.0;55.0;0.0;60.0;58.0;8;3;9;3;2012
0;2;19;1;19;5;418.0;60.0;60.0;63.0;50.0;69.0;69.0;51.0;0.0;60.0;47.0;19;5;9;1;2012
0;2;8;1;19;5;405.0;76.0;76.0;55.0;59.0;63.0;63.0;51.0;0.0;44.0;53.0;8;3;9;2;2012
0;2;11;1;19;5;409.0;75.0;75.0;56.0;56.0;62.0;62.0;51.0;0.0;53.0;52.0;11;5;9;2;2012
1;2;8;1;19;5;428.0;64.0;64.0;59.0;52.0;63.0;63.0;63.0;0.0;59.0;52.0;8;3;9;3;2012
0;2;8;1;19;5;425.0;76.0;76.0;51.0;52.0;58.0;58.0;63.0;0.0;53.0;63.0;10;3;9;3;2012
0;2;8;1;19;5;442.0;63.0;63.0;52.0;68.0;69.0;69.0;68.0;0.0;60.0;71.0;8;3;9;2;2012
1;1;4;1;19;5;432.0;63.0;63.0;60.0;59.0;58.0;58.0;48.0;0.0;84.0;56.0;18;3;9;2;2012
0;2;11;1;19;5;429.0;68.0;68.0;52.0;59.0;69.0;69.0;68.0;0.0;53.0;74.0;16;2;9;3;2012
1;2;8;1;19;5;411.0;69.0;69.0;59.0;55.0;63.0;63.0;63.0;0.0;49.0;47.0;19;5;9;2;2012
1;1;11;1;19;5;424.0;55.0;55.0;65.0;63.0;69.0;69.0;77.0;0.0;49.0;52.0;11;5;9;2;2012
0;1;10;1;19;5;416.0;59.0;59.0;65.0;44.0;63.0;63.0;63.0;0.0;53.0;56.0;3;1;9;2;2012
0;1;12;1;19;5;409.0;68.0;68.0;60.0;56.0;57.0;57.0;59.0;0.0;45.0;53.0;8;3;9;3;2012
0;2;5;1;19;5;386.0;76.0;76.0;59.0;52.0;58.0;58.0;33.0;0.0;48.0;50.0;5;6;9;2;2012
0;1;19;1;19;5;424.0;55.0;55.0;65.0;50.0;63.0;63.0;77.0;0.0;49.0;61.0;19;5;9;1;2012
1;1;16;1;19;5;384.74;52.71;52.71;52.14;63.72;62.45;62.45;49.94;0.0;44.08;70.37;19;5;10;2;2012
0;1;10;1;19;5;387.41;55.69;55.69;52.29;48.39;58.33;58.33;59.32;0.0;49.69;94.05;7;5;7;2;2012
1;1;10;1;19;5;413.0;55.0;55.0;49.0;50.0;68.0;68.0;69.0;0.0;54.0;47.0;10;3;4;3;2012
0;1;11;1;19;5;422.0;55.0;55.0;60.0;59.0;68.0;68.0;63.0;0.0;49.0;43.0;11;5;6;2;2012
1;1;5;1;19;5;401.0;63.0;63.0;52.0;50.0;69.0;69.0;51.0;0.0;53.0;52.0;5;6;6;1;2012
1;1;15;1;19;5;409.0;55.0;55.0;56.0;53.0;63.0;63.0;59.0;0.0;54.0;58.0;18;3;6;2;2012
0;1;4;1;19;5;388.06;61.49;61.49;58.27;57.93;48.26;48.26;52.77;0.0;55.96;52.09;5;6;5;2;2012
0;1;11;1;19;5;377.0;64.0;64.0;47.0;52.0;58.0;58.0;51.0;0.0;48.0;45.0;11;5;5;2;2012
0;2;9;1;19;5;479.0;108.0;108.0;61.0;68.0;57.0;57.0;65.0;0.0;55.0;70.0;9;4;9;3;2013
1;1;6;1;19;5;464.0;77.0;77.0;78.0;73.0;64.0;64.0;54.0;0.0;59.0;68.0;19;5;9;2;2013
0;2;13;1;19;5;471.0;85.0;85.0;67.0;61.0;67.0;67.0;64.0;0.0;62.0;75.0;10;3;9;3;2013
0;2;16;1;19;5;460.0;77.0;77.0;70.0;61.0;67.0;67.0;67.0;0.0;53.0;65.0;16;2;9;3;2013
0;2;16;1;19;5;459.0;80.0;80.0;70.0;55.0;61.0;61.0;64.0;0.0;66.0;72.0;16;2;9;3;2013
0;2;19;1;19;5;467.0;91.0;91.0;52.0;62.0;74.0;74.0;63.0;0.0;60.0;61.0;19;5;9;1;2013
1;2;2;1;19;5;452.0;80.0;80.0;67.0;61.0;65.0;65.0;67.0;0.0;47.0;65.0;9;4;9;4;2013
0;1;6;1;19;5;441.0;85.0;85.0;67.0;61.0;61.0;61.0;54.0;0.0;50.0;50.0;6;5;9;3;2013
1;1;10;1;19;5;461.0;91.0;91.0;53.0;61.0;67.0;67.0;64.0;0.0;57.0;80.0;10;3;9;3;2013
0;2;11;1;19;5;442.0;90.0;90.0;62.0;64.0;57.0;57.0;62.0;0.0;47.0;70.0;11;5;9;2;2013
0;2;11;1;19;5;446.0;80.0;80.0;67.0;61.0;58.0;58.0;59.0;0.0;50.0;77.0;11;5;9;3;2013
0;1;1;1;19;5;449.0;76.0;76.0;67.0;66.0;63.0;63.0;64.0;0.0;51.0;59.0;1;5;9;3;2013
1;2;9;1;19;5;450.0;81.0;81.0;64.0;60.0;59.0;59.0;65.0;0.0;58.0;75.0;9;4;9;4;2013
0;2;8;1;19;5;421.0;90.0;90.0;66.0;53.0;56.0;56.0;56.0;0.0;45.0;58.0;8;3;9;2;2013
0;2;10;1;19;5;450.0;74.0;74.0;67.0;67.0;59.0;59.0;64.0;0.0;56.0;65.0;10;3;9;3;2013
0;2;8;1;19;5;419.0;90.0;90.0;70.0;54.0;48.0;48.0;55.0;0.0;54.0;55.0;8;3;9;3;2013
1;2;10;1;19;5;452.0;73.0;73.0;70.0;55.0;59.0;59.0;69.0;0.0;66.0;70.0;10;3;9;3;2013
0;1;14;1;19;5;426.0;90.0;90.0;59.0;54.0;67.0;67.0;62.0;0.0;40.0;56.0;7;5;9;2;2013
0;2;10;1;19;5;452.0;73.0;73.0;65.0;64.0;59.0;59.0;67.0;0.0;53.0;75.0;10;3;9;3;2013
0;1;14;1;19;5;451.0;64.0;64.0;65.0;67.0;74.0;74.0;54.0;0.0;56.0;65.0;11;5;9;3;2013
1;2;13;1;19;5;449.0;70.0;70.0;65.0;67.0;64.0;64.0;62.0;0.0;56.0;83.0;12;3;9;4;2013
0;1;14;1;19;5;426.0;90.0;90.0;55.0;61.0;57.0;57.0;50.0;0.0;39.0;61.0;16;2;9;3;2013
0;2;9;1;19;5;435.0;85.0;85.0;57.0;60.0;64.0;64.0;58.0;0.0;50.0;70.0;13;1;9;4;2013
0;1;7;1;19;5;435.0;76.0;76.0;65.0;67.0;56.0;56.0;64.0;0.0;45.0;51.0;7;5;9;2;2013
1;2;10;1;19;5;439.0;80.0;80.0;57.0;61.0;65.0;65.0;59.0;0.0;50.0;68.0;10;3;9;3;2013
1;1;15;1;19;5;435.0;81.0;81.0;61.0;58.0;57.0;57.0;63.0;0.0;50.0;68.0;4;4;9;2;2013
0;2;4;1;19;5;425.0;74.0;74.0;67.0;59.0;61.0;61.0;54.0;0.0;47.0;68.0;12;3;9;4;2013
1;2;17;1;19;5;447.0;70.0;70.0;62.0;61.0;74.0;74.0;66.0;0.0;60.0;70.0;19;5;9;3;2013
0;2;11;1;19;5;423.0;80.0;80.0;65.0;61.0;59.0;59.0;57.0;0.0;49.0;80.0;11;5;9;2;2013
1;1;11;1;19;5;443.0;74.0;74.0;60.0;64.0;64.0;64.0;71.0;0.0;42.0;55.0;11;5;9;2;2013
0;1;3;1;19;5;447.0;70.0;70.0;67.0;57.0;57.0;57.0;69.0;0.0;61.0;50.0;20;6;9;1;2013
0;2;15;1;19;5;432.0;84.0;84.0;61.0;62.0;53.0;53.0;63.0;0.0;52.0;61.0;14;2;9;3;2013
0;2;11;1;19;5;444.0;76.0;76.0;57.0;67.0;68.0;68.0;64.0;0.0;50.0;75.0;11;5;9;2;2013
0;2;8;1;19;5;441.0;77.0;77.0;61.0;69.0;57.0;57.0;66.0;0.0;53.0;51.0;8;3;9;3;2013
0;1;9;1;19;5;436.0;85.0;85.0;54.0;62.0;62.0;62.0;58.0;0.0;52.0;94.0;9;4;9;3;2013
0;1;11;1;19;5;435.0;74.0;74.0;67.0;59.0;57.0;57.0;61.0;0.0;63.0;63.0;11;5;9;3;2013
0;2;11;1;19;5;451.0;67.0;67.0;64.0;65.0;59.0;59.0;68.0;0.0;60.0;83.0;11;5;9;3;2013
0;1;19;1;19;5;437.0;74.0;74.0;62.0;57.0;61.0;61.0;64.0;0.0;51.0;56.0;19;5;9;2;2013
1;1;8;1;19;5;429.0;77.0;77.0;62.0;59.0;64.0;64.0;64.0;0.0;47.0;68.0;8;3;9;3;2013
0;1;14;1;19;5;429.0;90.0;90.0;52.0;58.0;63.0;63.0;56.0;0.0;55.0;50.0;8;3;9;2;2013
0;2;11;1;19;5;439.0;77.0;77.0;61.0;56.0;57.0;57.0;65.0;0.0;58.0;57.0;11;5;9;3;2013
