NOTA_INGECO;NOTA_DDP;NOTA_CTRL;NOTA_CONEM;NOTA_TDE;VECES_INGECO;PROMEDIO_CUATRO;VECES_IO_DOS;VECES_DDP;NAC_CINCO;NOTAS_RDC;VECES_CTRL;VECES_RDC;NOTA_IO_DOS;VECES_CONEM;NOTA_EL_DOS;VECES_CEM;VECES_TDE;NCP_CINCO;NCC_CINCO;NOTA_GENH;EPA_CINCO;VECES_INSE;NOTA_ASD;NCA_CINCO;NAA_CINCO;NOTA_INSE;NOTA_IO_UNO;NOTA_IYM;PROMEDIO_CINCO;VECES_IYM;CAR_CINCO;NOTA_CEM;NAP_CINCO;CREDITOS_TDE;CREDITOS_IO_DOS;CREDITOS_INGECO;NOTA_EE_UNO;CREDITOS_CONEM;CREDITOS_RDC;CREDITOS_DDP;CREDITOS_CTRL;RENDIMIENTO_SEIS;PROMEDIO_SEIS
44;44;30;43;36;1;34.8235294117647;1;1;6;40;1;1;31;1;35;2;1;0.0;14.0;30;2;1;42;14.0;6;44;40;38;37.92857142857143;1;1;35;0;3;2;2;0;3;2;3;2;2.0;38.76470588235294
38;0;0;0;0;2;31.88235294117647;0;0;4;0;0;0;0;0;38;1;0;5.0;9.0;0;1;1;21;4.0;2;40;37;0;21.77777777777778;0;1;0;2;3;2;2;0;3;2;3;2;2.0;38.0
30;36;35;42;36;1;37.88235294117647;1;1;6;44;1;1;44;2;38;1;1;0.0;14.0;34;2;1;38;14.0;6;35;45;36;36.285714285714285;1;0;32;0;3;2;2;0;3;2;3;2;2.0;38.11764705882353
0;0;0;0;0;0;34.6;0;0;3;0;0;0;0;0;41;1;0;5.0;7.0;0;1;1;9;2.0;1;40;0;0;16.142857142857142;0;0;5;2;3;2;2;0;3;2;3;2;0.0;0.0
39;42;30;43;44;2;35.588235294117645;1;1;6;40;1;1;31;2;38;1;1;0.0;14.0;35;2;1;36;14.0;6;41;39;35;36.142857142857146;1;0;33;0;3;2;2;0;3;2;3;2;2.0;39.23529411764706
37;50;35;44;40;1;42.1764705882353;1;1;6;44;1;1;35;1;48;1;1;0.0;14.0;36;2;1;35;14.0;6;43;49;47;40.214285714285715;1;0;32;0;3;2;2;0;3;2;3;2;3.0;41.411764705882355
31;0;0;0;0;2;33.35294117647059;1;0;6;42;0;1;31;0;31;2;0;3.0;14.0;31;2;1;33;11.0;5;30;36;45;32.07142857142857;2;2;18;1;3;2;2;0;3;2;3;2;2.0;34.666666666666664
34;46;35;47;38;1;39.0;1;1;6;45;1;1;32;1;43;1;1;0.0;14.0;34;2;1;38;14.0;6;43;32;46;37.714285714285715;1;0;32;0;3;2;2;0;3;2;3;2;3.0;40.294117647058826
45;37;39;31;32;1;39.705882352941174;1;1;6;40;1;1;35;1;46;1;1;0.0;14.0;42;2;1;43;14.0;6;40;40;34;38.142857142857146;1;0;34;0;3;2;2;0;3;2;3;2;2.0;36.35294117647059
40;47;30;36;37;1;38.1764705882353;1;1;6;31;1;1;37;2;43;1;1;0.0;14.0;35;2;1;37;14.0;6;41;44;33;38.5;1;0;42;0;3;2;2;0;3;2;3;2;2.0;37.411764705882355
0;40;27;0;0;0;34.470588235294116;2;1;6;30;1;2;31;0;36;2;0;5.0;14.0;24;1;1;32;9.0;4;33;36;30;27.928571428571427;2;3;17;2;3;2;2;0;3;2;3;2;2.0;32.888888888888886
42;45;43;32;36;1;38.705882352941174;1;1;6;40;1;1;43;1;37;1;1;0.0;14.0;33;2;1;36;14.0;6;36;45;39;37.714285714285715;1;0;37;0;3;2;2;0;3;2;3;2;2.0;39.705882352941174
30;46;34;33;37;1;38.470588235294116;1;1;6;31;1;1;45;1;43;1;1;0.0;14.0;38;2;1;47;14.0;6;41;40;42;41.285714285714285;1;0;40;0;3;2;2;0;3;2;3;2;2.0;36.94117647058823
50;50;46;33;34;1;42.05882352941177;1;1;6;39;1;1;48;1;43;1;1;0.0;14.0;35;2;1;47;14.0;6;40;48;45;43.142857142857146;1;0;43;0;3;2;2;0;3;2;3;2;3.0;42.1764705882353
30;50;33;35;36;1;37.8235294117647;1;1;6;44;1;1;38;2;31;1;1;0.0;14.0;32;2;1;41;14.0;6;41;39;42;37.92857142857143;1;0;33;0;3;2;2;0;3;2;3;2;2.0;38.411764705882355
43;40;31;37;43;1;36.05882352941177;1;1;6;32;1;1;35;2;41;2;1;0.0;14.0;35;2;1;39;14.0;6;42;42;46;39.285714285714285;1;1;32;0;3;2;2;0;3;2;3;2;2.0;37.76470588235294
40;41;41;33;35;1;41.529411764705884;1;1;6;38;1;1;48;1;44;1;1;0.0;14.0;33;2;1;43;14.0;6;40;47;38;39.142857142857146;1;0;36;0;3;2;2;0;3;2;3;2;2.0;38.88235294117647
40;38;38;37;34;1;41.23529411764706;1;1;6;41;1;1;48;1;44;1;1;0.0;14.0;38;2;1;44;14.0;6;36;43;44;40.357142857142854;1;0;37;0;3;2;2;0;3;2;3;2;2.0;38.88235294117647
44;48;36;30;37;1;39.05882352941177;1;1;6;43;1;1;32;1;40;1;1;0.0;14.0;38;2;1;46;14.0;6;37;42;49;42.142857142857146;1;0;39;0;3;2;2;0;3;2;3;2;2.0;38.529411764705884
32;35;32;0;0;2;38.94117647058823;0;1;6;40;1;1;0;0;39;1;0;3.0;14.0;38;2;1;41;11.0;5;36;32;43;35.57142857142857;1;0;25;1;3;2;2;0;3;2;3;2;2.0;34.77777777777778
47;50;30;36;44;1;38.470588235294116;1;1;6;42;1;1;33;1;39;1;1;0.0;14.0;35;2;1;39;14.0;6;40;42;39;39.0;1;0;39;0;3;2;2;0;3;2;3;2;3.0;40.8235294117647
34;40;35;35;44;1;37.529411764705884;1;1;6;30;2;1;37;1;48;2;1;0.0;14.0;31;2;1;44;14.0;6;39;34;32;34.42857142857143;1;1;30;0;3;2;2;0;3;2;3;2;2.0;37.0
40;42;30;31;32;2;35.1764705882353;1;1;6;43;1;1;33;1;37;1;1;0.0;14.0;37;2;1;34;14.0;6;32;33;45;36.785714285714285;1;0;36;0;3;2;2;0;3;2;3;2;2.0;35.705882352941174
43;48;41;41;34;1;42.588235294117645;1;1;6;43;1;1;43;1;40;1;1;0.0;14.0;40;2;1;48;14.0;6;46;48;45;44.0;1;0;39;0;3;2;2;0;3;2;3;2;3.0;41.705882352941174
32;47;36;36;41;1;37.64705882352941;1;1;6;43;1;2;35;2;34;1;1;0.0;14.0;38;2;1;39;14.0;6;41;43;31;36.07142857142857;2;1;30;0;3;2;2;0;3;2;3;2;2.0;39.05882352941177
39;49;34;34;38;1;37.05882352941177;1;1;6;40;1;1;31;1;39;2;1;0.0;14.0;33;2;1;38;14.0;6;38;32;45;36.214285714285715;1;2;30;0;3;2;2;0;3;2;3;2;2.0;38.294117647058826
35;41;30;44;38;1;35.76470588235294;1;1;6;30;1;1;35;1;40;2;1;0.0;14.0;37;2;1;38;14.0;6;33;34;47;38.92857142857143;1;1;40;0;3;2;2;0;3;2;3;2;2.0;37.0
31;44;2;0;0;1;36.35294117647059;1;1;6;14;1;1;36;0;37;1;0;3.0;14.0;37;1;1;31;11.0;5;38;31;32;26.857142857142858;1;0;2;1;3;2;2;0;3;2;3;2;1.0;27.09090909090909
45;41;0;0;0;2;34.588235294117645;2;1;5;0;0;0;34;0;30;3;0;4.0;12.0;0;2;1;19;8.0;3;26;31;30;30.916666666666668;1;1;43;2;3;2;2;0;3;2;3;2;3.0;40.142857142857146
30;34;26;20;38;2;37.07142857142857;0;1;5;30;1;1;0;1;36;1;1;0.0;12.0;34;2;1;35;12.0;5;38;0;35;35.583333333333336;1;0;36;0;3;2;2;0;3;2;3;2;1.0;29.866666666666667
32;40;37;37;41;1;37.411764705882355;1;1;6;43;1;1;37;2;42;1;1;0.0;14.0;35;2;1;33;14.0;6;34;35;34;33.285714285714285;2;1;30;0;3;2;2;0;3;2;3;2;2.0;38.35294117647059
32;40;30;40;38;1;35.588235294117645;1;1;6;42;1;1;37;1;36;3;1;0.0;14.0;30;2;1;30;14.0;6;30;30;43;32.785714285714285;1;2;30;0;3;2;2;0;3;2;3;2;2.0;37.411764705882355
30;43;40;36;41;2;37.0;1;1;6;40;1;1;40;1;42;1;1;0.0;14.0;33;2;1;43;14.0;6;32;48;42;39.214285714285715;1;0;37;0;3;2;2;0;3;2;3;2;2.0;38.8235294117647
33;45;0;0;0;2;32.0;0;1;3;0;0;0;0;0;37;0;0;2.0;7.0;0;2;0;26;5.0;2;0;34;42;35.142857142857146;2;1;0;1;3;2;2;0;3;2;3;2;3.0;40.2
37;36;0;0;0;1;37.23529411764706;0;1;6;0;0;0;0;0;34;2;0;7.0;14.0;21;1;1;13;7.0;3;30;39;11;25.0;1;1;37;3;3;2;2;0;3;2;3;2;2.0;36.4
39;47;44;38;39;1;39.1764705882353;1;1;6;37;1;1;40;1;39;2;1;0.0;14.0;41;2;1;30;14.0;6;33;40;39;39.214285714285715;2;2;48;0;3;2;2;0;3;2;3;2;3.0;40.705882352941174
39;50;35;44;41;1;36.529411764705884;1;1;6;39;1;1;32;2;32;1;1;0.0;14.0;39;2;1;30;14.0;6;36;36;30;33.42857142857143;1;0;32;0;3;2;2;0;3;2;3;2;3.0;40.88235294117647
39;50;40;37;40;1;39.23529411764706;1;1;6;40;1;1;42;1;34;2;1;0.0;14.0;34;2;1;37;14.0;6;31;43;33;37.642857142857146;1;1;46;0;3;2;2;0;3;2;3;2;3.0;41.35294117647059
0;47;0;0;0;0;34.15384615384615;1;1;5;0;0;0;33;0;36;1;0;0.0;12.0;0;2;1;34;12.0;5;33;31;30;33.333333333333336;1;0;38;0;3;2;2;0;3;2;3;2;3.0;41.4
30;46;31;30;36;1;35.8235294117647;1;1;6;42;3;1;36;3;38;2;1;0.0;14.0;31;2;1;34;14.0;6;30;31;31;34.285714285714285;1;1;45;0;3;2;2;0;3;2;3;2;2.0;36.11764705882353
45;45;42;36;39;1;39.0;1;1;6;36;1;1;37;1;40;2;1;0.0;14.0;30;2;1;34;14.0;6;39;37;46;40.57142857142857;1;1;50;0;3;2;2;0;3;2;3;2;2.0;40.0
21;0;0;13;10;2;33.411764705882355;0;0;6;0;0;0;0;1;39;3;1;2.0;14.0;30;2;1;17;12.0;5;30;30;32;30.071428571428573;1;3;37;1;3;2;2;0;3;2;3;2;1.0;13.875
43;50;44;37;41;1;39.1764705882353;1;1;6;45;1;1;38;1;40;1;1;0.0;14.0;36;2;1;39;14.0;6;39;40;42;38.07142857142857;1;0;33;0;3;2;2;0;3;2;3;2;3.0;42.588235294117645
40;50;40;33;40;1;39.0;1;1;6;37;1;1;40;1;39;2;1;0.0;14.0;35;2;1;44;14.0;6;36;46;48;41.857142857142854;1;1;40;0;3;2;2;0;3;2;3;2;3.0;40.1764705882353
45;42;32;41;40;1;39.294117647058826;1;1;6;39;1;1;37;1;40;2;1;0.0;14.0;38;2;1;44;14.0;6;32;37;37;38.714285714285715;1;1;43;0;3;2;2;0;3;2;3;2;2.0;39.705882352941174
47;50;30;37;39;1;36.11764705882353;1;1;6;43;1;1;34;1;40;2;1;0.0;14.0;32;2;1;31;14.0;6;39;33;37;34.714285714285715;2;3;35;0;3;2;2;0;3;2;3;2;3.0;40.35294117647059
30;50;37;41;40;1;36.94117647058823;1;1;6;31;1;1;34;1;39;2;1;0.0;14.0;36;2;1;41;14.0;6;35;41;35;38.357142857142854;1;1;42;0;3;2;2;0;3;2;3;2;2.0;38.64705882352941
37;44;32;36;40;1;33.64705882352941;1;1;6;45;1;1;35;2;32;1;1;0.0;14.0;39;2;1;35;14.0;6;30;42;32;34.142857142857146;2;2;30;0;3;2;2;0;3;2;3;2;2.0;38.705882352941174
38;40;32;36;43;2;40.76470588235294;2;1;6;34;1;1;34;2;39;2;1;0.0;14.0;30;2;1;36;14.0;6;35;38;47;36.785714285714285;1;2;32;0;3;2;2;0;3;2;3;2;2.0;37.23529411764706
21;0;0;0;0;1;35.23076923076923;0;0;1;0;0;0;0;0;41;0;0;0.0;2.0;0;2;0;0;2.0;1;0;45;0;45.0;0;0;0;0;3;2;2;0;3;2;3;2;1.0;21.0
45;47;34;37;45;1;39.8235294117647;1;1;6;45;1;1;37;1;39;2;1;0.0;14.0;37;2;1;39;14.0;6;31;32;33;37.0;1;1;47;0;3;2;2;0;3;2;3;2;3.0;41.705882352941174
39;47;30;50;39;1;35.76470588235294;1;1;6;42;2;1;36;2;33;1;2;0.0;14.0;33;2;1;30;14.0;6;30;45;30;34.714285714285715;1;0;40;0;3;2;2;0;3;2;3;2;3.0;41.294117647058826
34;50;40;30;42;1;32.411764705882355;1;1;6;38;2;1;34;1;36;2;1;0.0;14.0;32;2;1;39;14.0;6;33;43;37;35.57142857142857;1;1;31;0;3;2;2;0;3;2;3;2;2.0;38.705882352941174
31;43;32;32;40;1;34.588235294117645;1;1;6;41;1;1;32;1;32;2;2;0.0;14.0;30;2;2;37;14.0;6;35;34;41;34.642857142857146;1;2;30;0;3;2;2;0;3;2;3;2;2.0;36.294117647058826
39;43;30;40;28;1;32.76470588235294;0;1;6;43;1;1;0;1;32;1;1;0.0;14.0;32;2;2;30;14.0;6;36;34;36;33.214285714285715;1;1;31;0;3;2;2;0;3;2;3;2;2.0;37.13333333333333
32;43;40;30;42;1;37.8235294117647;2;1;6;35;1;1;42;1;41;1;1;0.0;14.0;33;2;1;34;14.0;6;39;35;33;34.92857142857143;1;0;36;0;3;2;2;0;3;2;3;2;2.0;37.8235294117647
31;50;24;40;32;1;32.35294117647059;1;1;6;42;1;1;37;2;33;2;1;0.0;14.0;34;2;1;31;14.0;6;30;43;42;36.642857142857146;1;1;37;0;3;2;2;0;3;2;3;2;2.0;37.294117647058826
30;44;37;31;41;2;35.11764705882353;1;1;6;42;3;1;31;2;36;3;1;0.0;14.0;31;2;1;31;14.0;6;30;30;34;31.142857142857142;1;1;30;0;3;2;2;0;3;2;3;2;2.0;36.94117647058823
9;35;9;11;38;2;34.705882352941174;2;1;6;35;2;1;33;2;33;3;1;0.0;14.0;32;2;2;34;14.0;6;31;37;34;34.785714285714285;1;3;39;0;3;2;2;0;3;2;3;2;1.0;24.941176470588236
30;45;31;30;30;1;36.529411764705884;2;1;6;30;1;1;34;1;32;3;1;0.0;14.0;36;2;1;34;14.0;6;30;30;33;33.57142857142857;1;3;37;0;3;2;2;0;3;2;3;2;2.0;33.23529411764706
35;50;40;31;44;1;39.705882352941174;1;1;6;36;1;1;37;1;39;1;1;0.0;14.0;31;2;1;44;14.0;6;32;46;32;36.214285714285715;1;0;35;0;3;2;2;0;3;2;3;2;2.0;39.470588235294116
43;49;48;44;42;1;35.64705882352941;1;1;6;39;1;1;35;1;37;2;1;0.0;14.0;40;2;1;36;14.0;6;40;38;34;35.92857142857143;1;1;31;0;3;2;2;0;3;2;3;2;3.0;43.23529411764706
35;43;39;35;37;2;33.8235294117647;1;1;6;41;1;1;32;1;36;3;1;0.0;14.0;32;2;1;32;14.0;6;30;34;39;33.5;1;1;32;0;3;2;2;0;3;2;3;2;2.0;37.588235294117645
48;43;30;41;35;1;34.35294117647059;2;1;6;43;1;1;35;1;41;3;1;0.0;14.0;30;2;1;36;14.0;6;33;33;33;32.57142857142857;1;2;31;0;3;2;2;0;3;2;3;2;2.0;39.35294117647059
39;50;30;37;45;1;36.88235294117647;1;1;6;41;1;1;39;1;32;3;1;0.0;14.0;39;2;1;31;14.0;6;36;42;32;37.42857142857143;1;1;44;0;3;2;2;0;3;2;3;2;3.0;40.8235294117647
42;49;43;48;42;1;36.11764705882353;1;1;6;37;1;1;37;1;47;1;1;0.0;14.0;39;2;1;35;14.0;6;40;38;39;36.5;1;0;30;0;3;2;2;0;3;2;3;2;3.0;43.23529411764706
3;0;0;0;0;1;29.235294117647058;0;0;2;0;0;0;0;0;31;0;0;0.0;4.0;0;2;1;0;4.0;2;33;32;0;32.5;0;0;0;0;3;2;2;0;3;2;3;2;1.0;3.0
35;38;32;30;33;2;37.64705882352941;1;1;6;32;2;1;36;2;39;1;3;0.0;14.0;30;2;1;34;14.0;6;32;35;34;33.07142857142857;1;1;33;0;3;2;2;0;3;2;3;2;2.0;33.705882352941174
43;43;44;38;39;2;35.529411764705884;1;1;6;41;1;1;33;1;39;1;1;0.0;14.0;31;2;1;42;14.0;6;40;30;43;38.42857142857143;1;0;41;0;3;2;2;0;3;2;3;2;3.0;40.11764705882353
48;40;43;41;39;1;36.529411764705884;1;2;6;42;2;1;30;2;41;1;1;0.0;14.0;37;2;1;31;14.0;6;35;31;35;33.5;1;1;32;0;3;2;2;0;3;2;3;2;3.0;40.35294117647059
30;48;33;36;35;2;33.76470588235294;1;1;6;41;1;1;40;1;37;2;1;0.0;14.0;41;2;1;34;14.0;6;33;36;37;37.285714285714285;2;2;41;0;3;2;2;0;3;2;3;2;2.0;37.94117647058823
32;46;36;36;37;2;34.1764705882353;1;1;6;42;1;1;32;2;31;2;1;0.0;14.0;42;2;1;37;14.0;6;32;37;40;38.92857142857143;1;1;43;0;3;2;2;0;3;2;3;2;2.0;37.705882352941174
39;42;34;30;41;2;37.588235294117645;1;1;6;43;1;1;44;2;40;1;1;0.0;14.0;39;2;1;38;14.0;6;44;38;36;36.857142857142854;1;0;30;0;3;2;2;0;3;2;3;2;2.0;38.76470588235294
32;42;35;31;44;1;40.35294117647059;1;1;6;48;1;1;34;1;41;1;1;0.0;14.0;41;2;1;41;14.0;6;39;35;34;36.0;1;0;30;0;3;2;2;0;3;2;3;2;2.0;38.1764705882353
34;41;34;36;33;1;35.64705882352941;1;1;6;41;3;1;35;1;37;1;1;0.0;14.0;36;2;1;33;14.0;6;34;39;37;36.785714285714285;1;0;40;0;3;2;2;0;3;2;3;2;2.0;36.35294117647059
48;30;42;30;39;1;38.05882352941177;2;1;6;42;1;1;44;1;40;1;1;0.0;14.0;36;2;1;39;14.0;6;39;33;32;35.142857142857146;1;0;34;0;3;2;2;0;3;2;3;2;2.0;38.1764705882353
39;50;38;38;36;2;39.94117647058823;1;1;6;38;1;2;34;2;41;2;1;0.0;14.0;35;2;1;36;14.0;6;47;30;31;38.5;2;2;50;0;3;2;2;0;3;2;3;2;2.0;39.411764705882355
30;39;0;13;0;3;35.05882352941177;1;1;6;30;0;1;35;1;35;2;0;0.0;14.0;30;2;1;39;14.0;6;35;44;35;37.642857142857146;2;3;42;0;3;2;2;0;3;2;3;2;1.0;28.833333333333332
33;49;0;34;32;1;35.411764705882355;2;1;6;0;0;0;42;3;30;2;1;0.0;14.0;36;2;2;33;14.0;6;35;34;42;35.142857142857146;1;3;30;0;3;2;2;0;3;2;3;2;2.0;38.07692307692308
30;43;28;35;34;1;33.64705882352941;1;1;6;31;3;1;40;1;35;1;1;0.0;14.0;36;2;1;33;14.0;6;32;44;42;40.0;1;0;48;0;3;2;2;0;3;2;3;2;2.0;34.94117647058823
39;44;30;33;36;1;33.1764705882353;1;1;6;38;3;1;32;1;36;2;1;0.0;14.0;37;2;1;35;14.0;6;30;44;34;38.0;1;2;46;0;3;2;2;0;3;2;3;2;2.0;36.294117647058826
43;41;34;42;42;1;35.64705882352941;1;1;6;42;1;1;35;1;41;3;1;0.0;14.0;32;2;1;40;14.0;6;39;48;39;39.214285714285715;1;2;38;0;3;2;2;0;3;2;3;2;3.0;40.1764705882353
44;46;32;37;41;2;38.88235294117647;2;1;6;45;1;1;33;1;47;2;1;0.0;14.0;32;2;1;31;14.0;6;39;37;41;35.07142857142857;1;1;30;0;3;2;2;0;3;2;3;2;2.0;40.0
31;0;0;30;0;1;34.23529411764706;0;0;5;0;0;0;0;1;39;1;0;3.0;12.0;0;2;1;36;9.0;4;35;44;28;37.666666666666664;1;0;46;1;3;2;2;0;3;2;3;2;2.0;30.4
33;45;30;31;39;1;37.0;1;1;6;42;1;1;35;1;42;2;1;0.0;14.0;33;2;1;42;14.0;6;34;49;42;40.785714285714285;1;1;43;0;3;2;2;0;3;2;3;2;2.0;36.76470588235294
34;40;40;39;41;1;39.64705882352941;1;1;6;38;1;1;37;1;40;2;1;0.0;14.0;36;2;1;48;14.0;6;44;45;36;39.5;1;1;33;0;3;2;2;0;3;2;3;2;2.0;38.705882352941174
31;43;42;30;39;3;36.294117647058826;2;1;6;44;1;1;36;2;40;2;1;0.0;14.0;32;2;1;45;14.0;6;38;33;37;35.5;2;3;30;0;3;2;2;0;3;2;3;2;2.0;37.76470588235294
34;43;31;35;36;1;37.705882352941174;2;1;6;45;1;1;30;1;40;3;1;0.0;14.0;35;2;1;42;14.0;6;30;38;30;37.214285714285715;1;1;47;0;3;2;2;0;3;2;3;2;2.0;36.588235294117645
33;42;0;0;0;2;31.23076923076923;0;1;2;0;0;0;0;0;30;1;0;0.0;5.0;0;2;0;0;5.0;2;0;42;0;43.8;0;0;45;0;3;2;2;0;3;2;3;2;2.0;38.4
30;42;31;43;44;1;37.8235294117647;1;1;6;42;1;1;33;2;39;1;1;0.0;14.0;38;2;1;33;14.0;6;39;43;47;38.785714285714285;1;0;32;0;3;2;2;0;3;2;3;2;2.0;38.76470588235294
46;49;39;46;40;1;37.588235294117645;1;1;6;43;1;1;32;1;47;3;1;0.0;14.0;35;2;1;42;14.0;6;38;31;36;37.785714285714285;1;2;43;0;3;2;2;0;3;2;3;2;3.0;42.64705882352941
41;50;44;34;36;1;36.94117647058823;1;1;6;39;2;1;34;3;33;1;1;0.0;14.0;38;2;1;35;14.0;6;38;30;32;34.5;1;0;35;0;3;2;2;0;3;2;3;2;2.0;39.76470588235294
37;50;41;34;36;1;34.411764705882355;1;1;6;39;1;1;38;3;35;2;1;0.0;14.0;39;2;1;36;14.0;6;36;48;39;38.357142857142854;1;1;34;0;3;2;2;0;3;2;3;2;2.0;39.411764705882355
0;43;0;19;0;0;37.4;0;1;6;0;0;0;0;1;37;1;0;0.0;14.0;30;2;1;36;14.0;6;37;46;32;35.857142857142854;1;1;36;0;3;2;2;0;3;2;3;2;2.0;31.0
41;50;30;35;39;2;35.05882352941177;1;1;6;46;1;1;30;1;36;1;1;0.0;14.0;30;2;1;37;14.0;6;35;43;30;34.857142857142854;1;1;36;0;3;2;2;0;3;2;3;2;2.0;39.1764705882353
36;44;0;0;0;1;31.846153846153847;1;1;3;0;0;0;38;0;39;1;0;3.0;8.0;0;1;0;0;5.0;2;0;37;43;26.5;1;0;3;1;3;2;2;0;3;2;3;2;2.0;40.0
38;47;43;38;42;1;41.11764705882353;1;1;6;48;1;1;36;1;42;1;1;0.0;14.0;37;2;1;33;14.0;6;41;45;36;38.142857142857146;1;0;38;0;3;2;2;0;3;2;3;2;3.0;41.8235294117647
49;47;41;38;41;1;41.8235294117647;1;1;6;39;1;1;42;1;38;1;1;0.0;14.0;39;2;1;48;14.0;6;41;43;39;41.57142857142857;1;0;41;0;3;2;2;0;3;2;3;2;3.0;42.35294117647059
33;47;32;31;37;1;38.76470588235294;1;1;6;44;1;1;37;1;37;1;1;0.0;14.0;34;2;1;37;14.0;6;37;42;34;35.57142857142857;1;0;32;0;3;2;2;0;3;2;3;2;2.0;37.470588235294116
36;46;35;30;37;1;37.23529411764706;1;1;6;47;1;1;32;2;34;1;1;0.0;14.0;32;2;1;34;14.0;6;35;50;40;38.07142857142857;1;0;37;0;3;2;2;0;3;2;3;2;2.0;37.588235294117645
0;0;0;21;0;0;30.823529411764707;1;0;4;0;0;0;30;1;35;1;0;5.0;10.0;0;1;1;0;5.0;2;0;45;23;29.4;1;0;45;2;3;2;2;0;3;2;3;2;1.0;24.6
