NOTA_INGECO;NOTA_DDP;NOTA_CTRL;NOTA_CONEM;NOTA_TDE;VECES_INGECO;PROMEDIO_CUATRO;VECES_IO_DOS;VECES_DDP;NAC_CINCO;NOTAS_RDC;VECES_CTRL;VECES_RDC;NOTA_IO_DOS;VECES_CONEM;NOTA_EL_DOS;VECES_CEM;VECES_TDE;NCP_CINCO;NCC_CINCO;NOTA_GENH;EPA_CINCO;VECES_INSE;NOTA_ASD;NCA_CINCO;NAA_CINCO;NOTA_INSE;NOTA_IO_UNO;NOTA_IYM;PROMEDIO_CINCO;VECES_IYM;CAR_CINCO;NOTA_CEM;NAP_CINCO;CREDITOS_TDE;CREDITOS_IO_DOS;CREDITOS_INGECO;NOTA_EE_UNO;CREDITOS_CONEM;CREDITOS_RDC;CREDITOS_DDP;CREDITOS_CTRL;RENDIMIENTO_SEIS;PROMEDIO_SEIS
32;50;30;31;31;1;34.0;1;1;6;37;2;1;34;3;35;3;1;0.0;14.0;34;2;1;36;14.0;6;33;34;30;32.42857142857143;2;2;30;0;3;2;2;0;3;2;3;2;2.0;35.411764705882355
30;50;32;40;35;1;33.8235294117647;0;1;6;40;2;1;0;2;33;2;2;0.0;14.0;31;2;2;34;14.0;6;37;49;42;38.07142857142857;1;2;35;0;3;2;2;0;3;2;3;2;2.0;38.6
0;0;0;0;0;0;24.875;0;0;2;0;0;0;0;0;40;0;0;3.0;5.0;0;1;1;0;2.0;1;32;0;26;28.4;1;0;0;1;3;2;2;0;3;2;3;2;0.0;0.0
36;47;31;37;36;1;34.88235294117647;1;1;6;45;1;1;30;1;38;1;1;0.0;14.0;43;2;1;31;14.0;6;30;37;31;36.214285714285715;1;0;44;0;3;2;2;0;3;2;3;2;2.0;37.88235294117647
37;47;34;39;37;1;36.588235294117645;2;1;6;44;1;1;30;2;37;2;1;0.0;14.0;34;2;1;30;14.0;6;30;43;31;35.642857142857146;1;1;44;0;3;2;2;0;3;2;3;2;2.0;38.76470588235294
31;46;42;36;40;1;39.05882352941177;1;1;6;44;2;1;32;1;47;2;1;0.0;14.0;32;2;1;30;14.0;6;32;32;46;36.42857142857143;1;2;40;0;3;2;2;0;3;2;3;2;2.0;39.05882352941177
40;48;37;34;40;1;36.705882352941174;2;1;6;45;1;1;35;1;31;1;1;0.0;14.0;43;2;1;32;14.0;6;35;37;45;39.642857142857146;1;0;42;0;3;2;2;0;3;2;3;2;2.0;40.0
38;47;30;31;36;1;34.11764705882353;1;1;6;44;2;1;30;1;30;1;1;0.0;14.0;37;2;1;36;14.0;6;30;30;41;36.142857142857146;1;0;39;0;3;2;2;0;3;2;3;2;2.0;36.8235294117647
46;46;30;30;39;1;36.76470588235294;2;1;6;44;1;1;31;1;39;2;1;0.0;14.0;31;2;1;30;14.0;6;30;39;37;36.142857142857146;1;1;45;0;3;2;2;0;3;2;3;2;2.0;38.05882352941177
37;50;0;39;39;1;36.1764705882353;0;1;7;39;0;1;0;2;40;1;1;0.0;17.0;41;2;1;35;17.0;7;30;43;37;38.1764705882353;1;1;40;0;3;2;2;40;3;2;3;2;3.0;41.23076923076923
30;48;34;36;45;1;37.11764705882353;1;1;6;43;1;1;37;1;43;2;1;0.0;14.0;34;2;1;34;14.0;6;33;33;34;35.214285714285715;1;1;41;0;3;2;2;0;3;2;3;2;2.0;39.705882352941174
42;41;36;35;40;1;38.705882352941174;1;1;6;44;1;1;38;1;41;1;1;0.0;14.0;42;2;1;35;14.0;6;35;38;37;36.642857142857146;1;0;34;0;3;2;2;0;3;2;3;2;2.0;39.294117647058826
37;48;37;38;40;1;39.705882352941174;1;1;6;42;1;1;36;1;39;1;1;0.0;14.0;42;2;1;37;14.0;6;37;46;46;43.07142857142857;1;0;47;0;3;2;2;0;3;2;3;2;3.0;40.11764705882353
44;49;36;36;36;1;37.0;1;1;6;43;1;1;46;1;36;1;1;0.0;14.0;41;2;1;31;14.0;6;30;48;41;37.92857142857143;1;0;36;0;3;2;2;0;3;2;3;2;3.0;41.23529411764706
36;0;0;0;0;1;30.933333333333334;1;0;6;0;0;0;33;0;35;2;0;3.0;14.0;33;2;1;33;11.0;5;32;35;30;31.0;1;2;26;1;3;2;2;0;3;2;3;2;2.0;34.5
41;47;37;39;39;1;39.88235294117647;1;1;6;39;1;1;40;2;39;1;1;0.0;14.0;32;2;2;37;14.0;6;36;47;37;36.5;1;1;32;0;3;2;2;0;3;2;3;2;3.0;40.529411764705884
37;50;32;30;36;2;35.0;2;1;6;38;1;1;36;1;30;1;1;0.0;14.0;35;2;2;32;14.0;6;31;36;40;35.857142857142854;1;1;38;0;3;2;2;0;3;2;3;2;2.0;37.294117647058826
44;47;42;35;41;2;38.8235294117647;1;1;7;39;1;1;32;1;39;1;1;0.0;17.0;40;2;1;37;17.0;7;41;42;37;38.411764705882355;1;0;35;0;3;2;2;39;3;2;3;2;3.0;40.1764705882353
35;47;33;40;39;1;35.11764705882353;1;1;6;42;2;1;32;4;39;2;1;0.0;14.0;33;2;1;34;14.0;6;35;37;31;33.785714285714285;1;2;34;0;3;2;2;0;3;2;3;2;2.0;38.94117647058823
30;50;31;36;30;1;34.35294117647059;1;1;6;44;1;1;37;1;42;1;1;0.0;14.0;31;2;1;31;14.0;6;30;31;39;35.142857142857146;1;0;43;0;3;2;2;0;3;2;3;2;2.0;37.1764705882353
38;42;33;42;30;2;35.76470588235294;3;1;6;44;1;1;30;1;39;2;1;0.0;14.0;33;2;1;34;14.0;6;30;45;34;37.42857142857143;2;2;46;0;3;2;2;0;3;2;3;2;2.0;37.1764705882353
34;45;44;34;30;1;36.35294117647059;2;1;6;44;2;1;31;1;36;2;1;0.0;14.0;30;2;1;32;14.0;6;33;42;37;35.642857142857146;1;1;38;0;3;2;2;0;3;2;3;2;2.0;37.23529411764706
25;43;0;10;0;2;35.76470588235294;1;1;6;43;0;1;37;2;36;2;0;0.0;14.0;39;2;3;33;14.0;6;38;43;34;39.0;2;5;46;0;3;2;2;0;3;2;3;2;2.0;30.75
39;50;40;35;44;1;36.8235294117647;1;1;6;46;1;1;32;1;40;1;1;0.0;14.0;31;2;1;31;14.0;6;30;47;39;35.07142857142857;1;0;32;0;3;2;2;0;3;2;3;2;3.0;41.23529411764706
0;45;0;0;0;0;35.7;0;1;2;0;0;0;0;0;35;0;0;2.0;4.0;23;1;1;0;2.0;1;33;0;0;28.0;0;0;0;1;3;2;2;0;3;2;3;2;3.0;45.0
37;48;45;37;40;1;41.05882352941177;1;1;6;42;1;1;34;1;43;1;1;0.0;14.0;42;2;1;32;14.0;6;31;44;47;42.07142857142857;1;0;50;0;3;2;2;0;3;2;3;2;3.0;40.64705882352941
30;50;31;31;34;1;34.05882352941177;1;1;6;30;2;1;34;2;37;3;1;0.0;14.0;33;2;1;30;14.0;6;31;31;31;33.285714285714285;2;3;41;0;3;2;2;0;3;2;3;2;2.0;35.0
30;45;39;34;40;1;38.705882352941174;1;1;6;39;2;1;39;1;38;1;1;0.0;14.0;35;2;1;40;14.0;6;30;32;30;35.214285714285715;1;0;43;0;3;2;2;0;3;2;3;2;2.0;38.294117647058826
45;43;30;46;38;2;35.8235294117647;0;1;6;42;2;1;0;2;36;1;1;0.0;14.0;33;2;1;43;14.0;6;39;30;33;34.42857142857143;1;0;31;0;3;2;2;0;3;2;3;2;3.0;41.0
36;45;34;36;39;1;35.1764705882353;2;1;6;39;1;1;37;1;39;1;1;0.0;14.0;39;2;1;33;14.0;6;30;49;30;36.785714285714285;1;0;41;0;3;2;2;0;3;2;3;2;2.0;38.35294117647059
37;43;32;38;38;1;36.35294117647059;1;1;6;48;1;1;31;1;39;2;1;0.0;14.0;43;2;1;37;14.0;6;32;34;30;35.0;1;2;36;0;3;2;2;0;3;2;3;2;2.0;38.411764705882355
30;42;32;33;36;1;33.64705882352941;1;1;6;40;2;1;30;2;40;1;1;0.0;14.0;37;2;2;33;14.0;6;39;45;39;37.214285714285715;1;1;32;0;3;2;2;0;3;2;3;2;2.0;35.11764705882353
32;45;40;47;33;1;35.05882352941177;1;1;6;44;2;1;32;1;39;2;1;0.0;14.0;32;2;1;30;14.0;6;31;50;33;34.357142857142854;1;1;32;0;3;2;2;0;3;2;3;2;2.0;39.470588235294116
32;49;40;35;36;1;34.05882352941177;1;1;6;46;2;1;37;1;39;2;2;0.0;14.0;30;2;1;38;14.0;6;30;34;38;33.42857142857143;1;1;30;0;3;2;2;0;3;2;3;2;2.0;39.411764705882355
39;48;43;38;42;1;40.11764705882353;1;1;6;48;1;1;41;2;41;2;1;0.0;14.0;34;2;1;30;14.0;6;33;35;32;36.0;1;1;48;0;3;2;2;0;3;2;3;2;3.0;42.705882352941174
37;49;32;50;38;1;36.35294117647059;1;1;6;40;1;1;36;2;36;2;1;0.0;14.0;32;2;1;39;14.0;6;37;38;44;38.42857142857143;1;1;38;0;3;2;2;0;3;2;3;2;3.0;41.23529411764706
41;47;40;44;41;1;36.94117647058823;1;1;6;48;1;1;36;1;37;1;1;0.0;14.0;39;2;1;31;14.0;6;37;38;43;37.42857142857143;1;0;35;0;3;2;2;0;3;2;3;2;3.0;42.705882352941174
41;44;34;45;39;1;37.1764705882353;1;1;6;42;1;1;40;2;37;2;1;0.0;14.0;30;2;1;46;14.0;6;34;46;40;39.0;1;2;38;0;3;2;2;0;3;2;3;2;3.0;41.05882352941177
40;48;36;41;42;1;41.35294117647059;1;1;6;48;1;1;39;1;48;1;1;0.0;14.0;36;2;1;34;14.0;6;37;47;47;42.785714285714285;1;0;50;0;3;2;2;0;3;2;3;2;3.0;42.294117647058826
35;50;32;36;37;1;34.35294117647059;1;1;6;30;1;1;40;2;41;2;1;0.0;14.0;30;2;1;33;14.0;6;32;47;40;37.642857142857146;1;1;41;0;3;2;2;0;3;2;3;2;2.0;37.8235294117647
40;50;33;29;33;1;35.0;1;1;6;43;1;1;30;3;37;2;1;0.0;14.0;34;2;1;31;14.0;6;32;38;32;32.57142857142857;1;1;30;0;3;2;2;0;3;2;3;2;2.0;36.94117647058823
42;36;30;42;37;1;35.588235294117645;1;1;6;45;2;1;31;4;33;2;1;0.0;14.0;31;2;1;35;14.0;6;34;36;30;33.142857142857146;1;1;34;0;3;2;2;0;3;2;3;2;2.0;37.705882352941174
33;48;30;36;43;1;35.11764705882353;1;1;6;33;2;1;39;3;39;1;1;0.0;14.0;30;2;1;33;14.0;6;30;39;38;34.714285714285715;1;0;36;0;3;2;2;0;3;2;3;2;2.0;38.294117647058826
30;50;34;30;37;3;35.411764705882355;0;1;6;42;1;1;0;3;34;3;1;0.0;14.0;33;2;1;30;14.0;6;32;30;42;33.714285714285715;1;2;32;0;3;2;2;0;3;2;3;2;2.0;37.53333333333333
37;47;35;41;42;1;34.88235294117647;1;1;6;33;2;1;39;1;36;1;1;0.0;14.0;35;2;2;33;14.0;6;32;39;34;34.0;1;2;32;0;3;2;2;0;3;2;3;2;2.0;39.88235294117647
32;45;34;44;33;1;37.05882352941177;1;1;6;35;1;1;33;1;39;2;1;0.0;14.0;37;2;1;44;14.0;6;35;49;30;37.5;1;1;35;0;3;2;2;0;3;2;3;2;2.0;37.294117647058826
33;50;31;35;32;1;32.94117647058823;2;1;6;42;1;1;39;3;39;2;1;0.0;14.0;31;2;1;30;14.0;6;30;39;34;33.357142857142854;1;2;35;0;3;2;2;0;3;2;3;2;2.0;37.705882352941174
48;43;33;39;30;1;34.588235294117645;1;1;6;41;1;1;36;3;34;2;1;0.0;14.0;30;2;2;31;14.0;6;30;47;32;33.214285714285715;1;2;31;0;3;2;2;0;3;2;3;2;2.0;38.35294117647059
37;45;40;31;40;1;35.94117647058823;1;1;6;42;1;1;34;1;31;1;1;0.0;14.0;36;2;1;40;14.0;6;38;39;36;37.714285714285715;1;0;38;0;3;2;2;0;3;2;3;2;2.0;38.470588235294116
0;0;0;0;0;0;39.411764705882355;0;0;4;0;0;0;0;0;47;1;0;3.0;10.0;33;2;1;0;7.0;3;36;0;41;32.4;1;0;21;1;3;2;2;0;3;2;3;2;0.0;0.0
33;45;31;30;30;4;35.23529411764706;1;1;6;36;1;1;34;3;36;3;2;0.0;14.0;32;2;1;30;14.0;6;31;47;30;33.714285714285715;1;1;34;0;3;2;2;0;3;2;3;2;2.0;34.294117647058826
42;50;36;32;33;1;34.76470588235294;1;1;6;42;1;1;30;3;37;2;1;0.0;14.0;31;2;1;42;14.0;6;31;39;34;36.07142857142857;1;1;39;0;3;2;2;0;3;2;3;2;2.0;37.94117647058823
35;50;33;39;38;1;34.1764705882353;2;1;6;40;1;1;36;1;34;1;1;0.0;14.0;34;2;1;31;14.0;6;30;32;39;33.785714285714285;1;0;34;0;3;2;2;0;3;2;3;2;2.0;39.35294117647059
22;0;0;0;0;1;31.428571428571427;1;0;2;0;0;0;37;0;0;2;0;3.0;5.0;0;1;0;0;2.0;1;0;35;0;27.2;0;1;22;1;3;2;2;0;3;2;3;2;1.0;29.5
38;45;35;35;38;1;36.64705882352941;1;1;6;43;2;1;33;3;38;2;1;0.0;14.0;42;2;2;39;14.0;6;35;44;30;37.642857142857146;1;2;39;0;3;2;2;0;3;2;3;2;2.0;38.35294117647059
46;46;46;39;37;1;40.94117647058823;1;1;6;44;1;1;40;1;47;1;1;0.0;14.0;39;2;1;40;14.0;6;38;35;44;40.57142857142857;1;1;44;0;3;2;2;0;3;2;3;2;3.0;42.23529411764706
43;46;45;37;38;1;41.88235294117647;1;1;6;48;1;1;38;1;42;1;1;0.0;14.0;36;2;1;42;14.0;6;37;33;46;39.142857142857146;1;0;38;0;3;2;2;0;3;2;3;2;3.0;41.8235294117647
35;42;33;35;36;1;35.0;1;1;6;43;1;1;32;1;43;1;1;0.0;14.0;42;2;1;38;14.0;6;35;47;37;38.57142857142857;1;0;35;0;3;2;2;0;3;2;3;2;2.0;36.76470588235294
40;44;40;45;40;1;39.588235294117645;1;1;6;48;1;1;38;1;40;1;1;0.0;14.0;32;2;1;35;14.0;6;41;35;40;37.785714285714285;2;1;41;0;3;2;2;0;3;2;3;2;3.0;42.294117647058826
34;50;30;34;33;2;33.588235294117645;1;1;6;30;1;1;35;2;37;1;2;0.0;14.0;36;2;2;31;14.0;6;30;32;37;33.42857142857143;1;2;33;0;3;2;2;0;3;2;3;2;2.0;35.8235294117647
32;45;33;33;37;2;36.8235294117647;1;1;6;48;1;1;36;1;36;2;1;0.0;14.0;35;2;2;40;14.0;6;35;46;31;36.42857142857143;1;2;35;0;3;2;2;0;3;2;3;2;2.0;37.8235294117647
48;50;45;50;39;1;38.705882352941174;0;1;6;39;1;1;0;1;38;1;1;0.0;14.0;37;2;2;34;14.0;6;35;36;42;37.214285714285715;1;1;37;0;3;2;2;0;3;2;3;2;4.0;45.4
32;49;35;43;36;1;35.8235294117647;1;1;6;45;1;1;33;1;30;2;1;0.0;14.0;31;2;2;36;14.0;6;30;39;41;35.285714285714285;1;2;33;0;3;2;2;0;3;2;3;2;2.0;39.64705882352941
37;44;34;37;38;1;40.11764705882353;1;1;6;44;1;1;32;1;38;2;1;0.0;14.0;39;2;1;33;14.0;6;37;39;41;39.142857142857146;1;1;43;0;3;2;2;0;3;2;3;2;2.0;38.294117647058826
44;47;32;30;35;1;35.411764705882355;1;1;6;41;1;1;33;2;36;2;1;0.0;14.0;35;2;1;34;14.0;6;30;35;40;36.5;1;1;41;0;3;2;2;0;3;2;3;2;2.0;37.411764705882355
36;48;36;38;40;1;38.64705882352941;2;1;6;44;1;1;40;2;38;1;1;0.0;14.0;30;2;2;35;14.0;6;31;36;35;36.42857142857143;2;2;47;0;3;2;2;0;3;2;3;2;3.0;40.588235294117645
30;43;40;37;38;1;36.588235294117645;1;1;6;40;1;1;36;1;36;2;1;0.0;14.0;36;2;1;34;14.0;6;37;46;42;38.57142857142857;1;1;36;0;3;2;2;0;3;2;3;2;2.0;38.0
24;50;43;0;25;1;33.1764705882353;0;1;6;37;1;1;0;1;35;2;1;0.0;14.0;30;2;2;37;14.0;6;34;31;41;34.92857142857143;1;2;34;0;3;2;2;0;3;2;3;2;1.0;28.866666666666667
32;47;31;40;37;1;39.1764705882353;1;1;6;45;1;1;34;1;43;2;1;0.0;14.0;45;2;1;31;14.0;6;30;39;30;34.42857142857143;1;1;34;0;3;2;2;0;3;2;3;2;2.0;38.588235294117645
41;37;34;37;35;2;35.11764705882353;1;1;6;45;1;1;40;2;37;2;2;0.0;14.0;30;2;1;37;14.0;6;32;43;35;35.714285714285715;2;2;37;0;3;2;2;0;3;2;3;2;2.0;38.05882352941177
35;50;36;34;42;1;36.35294117647059;1;1;6;44;1;1;40;2;36;1;1;0.0;14.0;30;2;1;30;14.0;6;31;41;36;33.0;2;1;30;0;3;2;2;0;3;2;3;2;3.0;40.470588235294116
48;50;45;44;39;1;38.8235294117647;1;1;6;48;1;1;40;1;41;1;1;0.0;14.0;44;2;1;40;14.0;6;33;37;34;38.714285714285715;1;0;44;0;3;2;2;0;3;2;3;2;3.0;44.76470588235294
30;0;0;0;0;1;34.2;0;0;5;0;0;0;0;0;39;3;0;3.0;11.0;30;2;2;39;8.0;4;35;30;0;31.181818181818183;0;3;25;1;3;2;2;0;3;2;3;2;1.0;30.0
35;50;37;30;44;3;32.88235294117647;1;1;6;38;2;1;36;1;35;2;2;0.0;14.0;40;2;1;43;14.0;6;30;42;37;37.785714285714285;2;2;36;0;3;2;2;0;3;2;3;2;2.0;39.05882352941177
46;50;33;43;41;1;40.411764705882355;1;1;6;42;1;1;38;1;42;1;1;0.0;14.0;39;2;1;30;14.0;6;36;37;32;37.0;1;0;46;0;3;2;2;0;3;2;3;2;3.0;42.35294117647059
44;50;40;36;42;1;38.1764705882353;1;1;6;44;2;1;32;2;39;1;1;0.0;14.0;36;2;1;34;14.0;6;32;41;34;36.07142857142857;1;0;39;0;3;2;2;0;3;2;3;2;3.0;41.411764705882355
36;49;37;30;37;1;33.411764705882355;1;1;6;41;1;1;34;1;33;2;1;0.0;14.0;33;2;1;40;14.0;6;35;38;42;36.5;1;1;31;0;3;2;2;0;3;2;3;2;2.0;37.88235294117647
31;50;35;24;28;1;32.46666666666667;0;1;6;39;1;1;0;2;38;2;1;0.0;14.0;32;2;2;30;14.0;6;33;37;32;32.142857142857146;2;3;30;0;3;2;2;0;3;2;3;2;2.0;34.4
44;50;36;38;40;1;39.588235294117645;1;1;6;44;1;1;35;1;42;1;1;0.0;14.0;38;2;1;31;14.0;6;33;36;32;36.42857142857143;1;0;46;0;3;2;2;0;3;2;3;2;3.0;41.294117647058826
38;47;39;38;41;1;40.8235294117647;1;1;6;45;1;1;41;1;40;1;1;0.0;14.0;35;2;1;37;14.0;6;33;50;35;39.285714285714285;1;0;45;0;3;2;2;0;3;2;3;2;3.0;41.411764705882355
35;49;0;35;32;1;34.588235294117645;1;1;6;41;0;1;30;2;38;3;1;0.0;14.0;32;2;1;35;14.0;6;31;31;33;32.57142857142857;1;1;33;0;3;2;2;0;3;2;3;2;2.0;37.333333333333336
35;47;32;41;40;2;34.11764705882353;1;1;6;45;2;1;34;2;40;1;1;0.0;14.0;36;2;1;35;14.0;6;30;40;37;35.785714285714285;1;0;36;0;3;2;2;0;3;2;3;2;2.0;39.76470588235294
44;47;31;42;42;1;40.64705882352941;1;1;6;46;1;1;39;1;38;1;1;0.0;14.0;42;2;1;31;14.0;6;30;49;32;35.42857142857143;1;0;32;0;3;2;2;0;3;2;3;2;3.0;41.94117647058823
30;46;0;0;0;1;34.470588235294116;0;1;5;0;0;0;0;0;42;1;0;3.0;12.0;32;1;1;34;9.0;4;30;0;32;28.75;1;1;19;1;3;2;2;0;3;2;3;2;2.0;39.6
47;0;0;0;0;1;37.266666666666666;1;0;5;0;0;0;37;0;40;0;0;0.0;11.0;34;2;2;40;11.0;5;33;32;30;33.45454545454545;1;2;0;0;3;2;2;0;3;2;3;2;3.0;42.0
46;50;32;42;32;3;34.46666666666667;0;1;6;31;1;1;0;1;34;3;1;0.0;14.0;35;2;1;36;14.0;6;40;34;33;35.5;1;1;36;0;3;2;2;0;3;2;3;2;2.0;39.333333333333336
35;50;0;42;32;2;33.23529411764706;1;1;6;35;0;1;38;2;34;3;1;0.0;14.0;30;2;1;36;14.0;6;37;34;42;36.5;1;2;37;0;3;2;2;0;3;2;3;2;2.0;39.2
35;50;34;31;39;1;35.64705882352941;2;1;6;43;1;1;36;1;37;1;1;0.0;14.0;30;2;1;33;14.0;6;30;40;32;33.142857142857146;1;0;34;0;3;2;2;0;3;2;3;2;2.0;38.588235294117645
41;50;42;30;34;1;38.11764705882353;2;1;6;42;2;1;37;1;38;1;1;0.0;14.0;39;2;1;35;14.0;6;37;30;40;36.857142857142854;1;0;38;0;3;2;2;0;3;2;3;2;2.0;39.1764705882353
37;47;35;41;31;1;35.94117647058823;1;1;6;31;2;1;36;1;33;2;1;0.0;14.0;35;2;1;37;14.0;6;32;49;42;38.142857142857146;1;1;34;0;3;2;2;0;3;2;3;2;2.0;37.35294117647059
38;50;32;33;42;1;35.2;0;1;6;45;1;1;0;1;38;1;1;0.0;14.0;35;2;2;31;14.0;6;30;38;40;34.142857142857146;1;2;30;0;3;2;2;0;3;2;3;2;3.0;40.333333333333336
34;50;31;0;0;1;35.0;2;1;6;42;2;1;27;0;36;3;0;0.0;14.0;30;2;2;35;14.0;6;39;32;36;33.785714285714285;1;2;31;0;3;2;2;0;3;2;3;2;2.0;38.0
42;50;30;42;31;3;35.13333333333333;0;1;6;30;1;1;0;1;32;3;1;0.0;14.0;35;2;1;36;14.0;6;40;34;30;33.785714285714285;1;1;31;0;3;2;2;0;3;2;3;2;2.0;38.2
34;44;0;42;33;2;35.294117647058826;0;1;6;0;0;0;0;1;41;2;1;2.0;14.0;33;2;1;22;12.0;5;34;38;30;31.428571428571427;2;3;32;1;3;2;2;0;3;2;3;2;2.0;38.63636363636363
30;50;36;39;43;1;35.411764705882355;1;1;6;46;1;1;39;2;31;2;1;0.0;14.0;34;2;1;33;14.0;6;35;44;43;38.857142857142854;1;1;41;0;3;2;2;0;3;2;3;2;3.0;41.05882352941177
41;50;37;44;39;1;37.294117647058826;1;1;6;46;1;1;31;1;38;1;1;0.0;14.0;44;2;1;34;14.0;6;30;30;33;36.42857142857143;1;0;45;0;3;2;2;0;3;2;3;2;3.0;41.705882352941174
33;49;33;0;0;1;36.411764705882355;0;1;6;44;1;1;0;0;36;3;0;3.0;14.0;34;2;2;36;11.0;5;30;37;42;34.142857142857146;1;2;26;1;3;2;2;0;3;2;3;2;3.0;40.77777777777778
0;44;33;34;35;0;33.94117647058823;0;1;6;30;1;1;0;2;31;2;1;0.0;14.0;41;2;1;38;14.0;6;38;31;42;36.785714285714285;1;2;31;0;3;2;2;0;3;2;3;2;2.0;35.76923076923077
38;50;43;32;42;1;38.05882352941177;1;1;6;42;1;1;39;1;37;1;1;0.0;14.0;33;2;2;30;14.0;6;34;50;34;38.142857142857146;1;1;46;0;3;2;2;0;3;2;3;2;3.0;40.94117647058823
48;50;36;37;30;2;36.94117647058823;1;1;6;42;1;1;35;1;35;2;1;0.0;14.0;33;2;1;43;14.0;6;31;33;42;35.42857142857143;1;1;30;0;3;2;2;0;3;2;3;2;2.0;39.588235294117645
32;44;30;9;37;1;33.05882352941177;1;1;6;42;3;1;33;2;33;2;2;0.0;14.0;34;2;2;33;14.0;6;31;36;41;34.357142857142854;1;4;30;0;3;2;2;0;3;2;3;2;2.0;32.0
